texto,intent
tem jaqueta preto tamanho 42,buscar_produto_por_categoria
quero blazer preto p,buscar_produto_por_categoria
tem jaqueta verde tamanho 38,buscar_produto_por_categoria
quero camisa preto m,buscar_produto_por_categoria
tem blazer verde tamanho 40,buscar_produto_por_categoria
quero body preto 38,buscar_produto_por_categoria
tem body verde tamanho 44,buscar_produto_por_categoria
quero blazer preto 40,buscar_produto_por_categoria
tem camisa preto tamanho 44,buscar_produto_por_categoria
quero saia verde 38,buscar_produto_por_categoria
tem jaqueta preto tamanho 44,buscar_produto_por_categoria
tem camisa verde tamanho 40,buscar_produto_por_categoria
tem jaqueta preto tamanho g,buscar_produto_por_categoria
quero jaqueta verde g,buscar_produto_por_categoria
quero blazer verde 42,buscar_produto_por_categoria
tem saia verde tamanho 40,buscar_produto_por_categoria
quero camisa verde 46,buscar_produto_por_categoria
quero blazer verde gg,buscar_produto_por_categoria
quero body verde 40,buscar_produto_por_categoria
quero body verde 38,buscar_produto_por_categoria
quero vestido verde 38,buscar_produto_por_categoria
quero vestido preto p,buscar_produto_por_categoria
tem saia verde tamanho 36,buscar_produto_por_categoria
tem jaqueta preto tamanho m,buscar_produto_por_categoria
quero vestido verde 46,buscar_produto_por_categoria
na o tem um link de comunicaa a o no whatsapp,buscar_produto_por_nome
temos o vadeo nos nossos stories de hoje com a bia usando ela de uma olhada d,buscar_produto_por_nome
ahhh bom d entendi errado enta o achei que estava na serra espero que abra o tempo e fiquei um lindo final de semana,buscar_produto_por_nome
to de olho faz tempooo,buscar_produto_por_nome
nao temos cupom de desconto no momento,buscar_produto_por_nome
vcs tem desconto para primeira compra,buscar_produto_por_nome
sa num entrar no site ou aqui no nosso perfil que tem a selea a o completa,buscar_produto_por_nome
tem sim a cala a,buscar_produto_por_nome
mas pode ficar tranquila que assim que lana armos a terceira pea a que vocaa gostou vou te mandar por aqui tudo bem na o deixe de garantir suas pea as da lounge a tempod,buscar_produto_por_nome
temos o video nos nossos stories de hoje com a bia usando ela de uma olhada,buscar_produto_por_nome
nao tem mais numeracao num,buscar_produto_por_nome
na o tem mais numeraa a o num,buscar_produto_por_nome
na o temos cupom de desconto no momento,buscar_produto_por_nome
voces tem loja fisica,buscar_produto_por_nome
na o gosto de nada apertado mas essa blusa tem um shane mais ajustado daa fiquei na daovida,buscar_produto_por_nome
mas pode ficar tranquila que assim que lancarmos a terceira peca que voce gostou vou te mandar por aqui tudo bem nao deixe de garantir suas pecas da lounge a tempo,buscar_produto_por_nome
procuro,buscar_produto_por_nome
ta de olho faz tempooo,buscar_produto_por_nome
nao tem um link de comunicacao no whatsapp,buscar_produto_por_nome
vocaas tem loja fasica,buscar_produto_por_nome
tem cupom de desconto primeira compra,buscar_produto_por_nome
com relaa a o a cala a na num s temos essas duas opa aues que penso que vc pode gostar,buscar_produto_por_nome
essa gladiadora qual o naomero tem num,buscar_produto_por_nome
no e mail da nota fiscal na o tem nada,buscar_produto_por_nome
bia td bom nao estou conseguindo finalizar a compra da regata podrinha coloquei os dados do cartao e no campo cvv eu ponho os numeros mas o sistema ignora que eu coloquei tentei varias vezes acho que esta com problema,buscar_produto_por_nome
era pra ter chegado ontem,buscar_produto_por_nome
nao gosto de nada apertado mas essa blusa tem um shane mais ajustado dai fiquei na duvida,buscar_produto_por_nome
mantem,buscar_produto_por_nome
so entrar no site ou aqui no nosso perfil que tem a selecao completa,buscar_produto_por_nome
obrigada pela presenca silvia,despedida
obrigada pelo convite adorei a minha sandalia nova hearts,despedida
qualquer daovida ou questa o estamos a disposia a o obrigada por nos acompanhar equipe curadobia d,despedida
obrigada enviarei,despedida
muito obrigada tenham um bom fim de semana,despedida
evelyn obrigada pelo interesse para parcerias com o curadobia peco que envie apresentacoes para o nosso email contato curadobia user com e seguimos com as tratativas por la que fica mais facil e para interesses de parcerias diretamente com a bia e preciso entrar em contato diretamente com ela pelo email biapaesdebarros user com,despedida
certo obrigada o prazo de entrega sao num dias mesmo,despedida
gabriela entendo sua frustracao e e completamente justificada de fato a marca informou ter tido um pequeno problema de producao que nao devera mais ocorrer e por isso acabou enviando atrasado seu pedido sobre o meio de contato estamos providenciando um numero para atendimento whatsapp por hora estamos apenas com o e mail mas muito em breve ja deixaremos essa opcao mais facil para solucao de qualquer problema,despedida
obrigada pelo prestigio,despedida
evelyn obrigada pelo interesse para parcerias com o curadobia pea o que envie apresentaa aues para o nosso email contato curadobia user com e seguimos com as tratativas por la que fica mais fa cil d e para interesses de parcerias diretamente com a bia a c preciso entrar em contato diretamente com ela pelo email biapaesdebarros user com,despedida
obrigada ata c la,despedida
atemporal,despedida
obrigada pelo prestagio d d,despedida
eu amei a que tem a ponta duvida tem que ter tornozelo fino obrigada,despedida
obrigada pela presena a renata vai arrasar demais com o conjuntinho mascavo nosso antimo terracota d deg,despedida
obrigada pela presena a ju amamos te receber e te atender d d,despedida
obrigada beijinhos,despedida
prateleira,despedida
segue o link dele qualquer daovida ou questa o estamos a disposia a o obrigada por nos acompanhar equipe curadobia d,despedida
obrigada pela presenca heartshearts,despedida
obrigada pela presena a silviad,despedida
muito obrigada elas entraram em contato comigo realmente a sandalia e linda mas infelizmente fico um pouco fora pra mim,despedida
mto obrigada,despedida
bia esse seu curadobia esta um arraso muito tentador paraba c ns pelo projeto uma daovida qual a sua altura estou interessadassima nessa cala a mas sou baixa num cm e geralmente tenho que fazer a barras das cala as o que na o a c muito fa cil com essaa d obrigada,despedida
sim obrigada,despedida
muito obrigada pela atencao,despedida
ahhh entendi muito obrigada,despedida
ok obrigada d,despedida
ok entendi obrigada pelo retorno um abraco,despedida
sim a carol entrou em contato comigo uma fofa super atenciosa,despedida
ate agora nada,despedida
obrigada por nos acompanhar d sigo aqui para o que vocaa precisar,despedida
obrigada pela presenca livia,despedida
obrigada pela presenca ju amamos te receber e te atender,despedida
adorei obrigada vcs,despedida
obrigada pelo retorno vou acompanhar enta o beijo beijo d d,despedida
obrigada ate la,despedida
deu certo sim obrigada,despedida
com certeza sera um sucesso obrigada ana d,despedida
enfim por muito pouco na o me atende,despedida
obrigada no aguardo que seja disponibilizado o envio,despedida
ok obrigada,despedida
muito obrigada,despedida
ok entendi obrigada pelo retorno um abraa o,despedida
obrigada por nos acompanhar sigo aqui para o que voce precisar,despedida
obrigada ana,despedida
obrigada pelo feedback maria,despedida
segue o link dele qualquer duvida ou questao estamos a disposicao obrigada por nos acompanhar equipe curadobia,despedida
enviado obrigada ate segunda,despedida
obrigada pela presena a a i a i,despedida
obrigada pela presena a stella,despedida
perfeito ja passei pro pessoal realizar a correa a o obrigada pelo feedback,despedida
bia eu terminei de subir os produtos pora c m acho que esta com um delay amanha vou ver se terminou de atualizar na plataforma ta tudo certinho num categorias que criei com todo produtos descria a o vadeos etc,despedida
ok muito obrigada d,despedida
bem e vc ana muito obrigada,despedida
certo obrigada o prazo de entrega sa o num dias mesmo,despedida
obrigada eu aviso sim gostei bastante vou levar para a cliente,despedida
categoria,despedida
bia eu terminei de subir os produtos porem acho que esta com um delay amanha vou ver se terminou de atualizar na plataforma ta tudo certinho num categorias que criei com todo produtos descricao videos etc,despedida
ta otimo obrigada,despedida
pedimos desculpas pelo ocorrido e pode ter certeza que isso servira para aprimorarmos nosso atendimento e na o deixar que situaa aues como essa ocorram novamente agradea o sua compreensa o e nos disponibilizamos para auxiliar da melhor forma possavel sobre ter ficado um pouco grande o body nos informe se desejar efetuar troca que ja posso agilizar junto a marca essa solicitaa a o,despedida
mto obrigada pelo retorno,despedida
obrigada por ser nossa cliente,despedida
legal mto obrigada,despedida
obrigada pelo retorno vou acompanhar entao beijo beijo,despedida
pedimos desculpas pelo ocorrido e pode ter certeza que isso servira para aprimorarmos nosso atendimento e nao deixar que situacoes como essa ocorram novamente agradeco sua compreensao e nos disponibilizamos para auxiliar da melhor forma possivel sobre ter ficado um pouco grande o body nos informe se desejar efetuar troca que ja posso agilizar junto a marca essa solicitacao,despedida
obrigada pela presenca,despedida
com certeza sera um sucesso obrigada ana,despedida
obrigada pela presenca stella,despedida
com certeza nao exatamente por isso que pensamos nesse material que se molda nos pes,despedida
todas as pecas da mybasic e da lounge num possuem uma ampla grade url url os produtos da cecilia possuem uma modelagem mais ampla url alguns dos produtos da nauanin chegam ate a numeracao xxgg equivalendo a um num url,despedida
ta a num timo obrigada,despedida
muito obrigada legal que sou do mesmo tamanho que ela,despedida
otimo me avise por favor um abraco e obrigada,despedida
perfeito ana obrigada pelo retorno d,despedida
obrigada pelo retorno,despedida
qualquer duvida ou questao estamos a disposicao obrigada por nos acompanhar equipe curadobia,despedida
enviado obrigada ata c segunda,despedida
legal mto obrigada d,despedida
estou tentando contato para devolucao de mercadoria e ninguem me atende nem por whatsapp e nem e mail comprei um vestido que quero devolver como devo proceder cristina hees num num,despedida
muito obrigada pelos esclarecimentos,despedida
seguem as medidas p cos num cm e veste quadril ate num cm m cos num cm e veste um quadril ate num cm g cos num cm e veste um quadril ate num cm,despedida
obrigada pelo retorno namoro o modelo gladiador me lembro dele mas quando fui procurar ja na o tinha mais d,despedida
enfim por muito pouco nao me atende,despedida
obrigada pelo interesse d aguardamos vocaas,despedida
obrigada a i,despedida
mto obrigada msm,despedida
muito obrigada elas entraram em contato comigo realmente a sanda lia a c linda mas infelizmente fico um pouco fora pra mim,despedida
ok muito obrigada,despedida
obrigada pelo interesse aguardamos voces,despedida
tranquilo obrigada,despedida
precisei sair correndo por um problema com minha filha que ja esta bem mas nem consegui me despedir obrigada queridas pelo convite,despedida
nos seguimos acompanhando todo o processo ate sua finalizacao,despedida
tem jaqueta verde no 46,disponibilidade
tem jaqueta verde no 42,disponibilidade
tem vestido preto no g,disponibilidade
tem saia verde no 46,disponibilidade
tem saia verde no p,disponibilidade
tem camisa preto no m,disponibilidade
tem saia preto no 46,disponibilidade
tem body preto no g,disponibilidade
tem vestido preto no 42,disponibilidade
tem saia verde no g,disponibilidade
tem jaqueta verde no g,disponibilidade
tem body verde no 42,disponibilidade
tem blazer verde no 38,disponibilidade
tem blazer verde no gg,disponibilidade
tem camisa preto no 44,disponibilidade
tem saia verde no gg,disponibilidade
tem jaqueta preto no 46,disponibilidade
tem vestido verde no 46,disponibilidade
tem jaqueta preto no 38,disponibilidade
tem camisa preto no 38,disponibilidade
tem blazer verde no 40,disponibilidade
tem body verde no 36,disponibilidade
tem blazer preto no 40,disponibilidade
tem vestido preto no p,disponibilidade
tem vestido preto no 44,disponibilidade
tem blazer preto no 42,disponibilidade
tem body verde no 38,disponibilidade
tem jaqueta verde no 40,disponibilidade
tem body preto no 42,disponibilidade
tem vestido preto no 38,disponibilidade
tem body preto no 44,disponibilidade
tem saia verde no m,disponibilidade
tem blazer verde no g,disponibilidade
tem saia verde no 42,disponibilidade
tem camisa preto no 36,disponibilidade
tem vestido verde no 42,disponibilidade
tem body verde no pp,disponibilidade
tem body verde no 40,disponibilidade
tem blazer preto no p,disponibilidade
tem jaqueta preto no 44,disponibilidade
tem jaqueta preto no 40,disponibilidade
tem vestido verde no 38,disponibilidade
tem camisa verde no m,disponibilidade
tem jaqueta verde no gg,disponibilidade
tem vestido preto no pp,disponibilidade
tem jaqueta preto no gg,disponibilidade
tem body preto no 38,disponibilidade
tem saia preto no gg,disponibilidade
tem blazer preto no 36,disponibilidade
tem saia preto no 42,disponibilidade
tem blazer verde no pp,disponibilidade
tem vestido preto no gg,disponibilidade
tem camisa preto no pp,disponibilidade
tem saia preto no 36,disponibilidade
tem blazer preto no gg,disponibilidade
tem body preto no m,disponibilidade
tem jaqueta verde no m,disponibilidade
tem camisa verde no 42,disponibilidade
tem body verde no 46,disponibilidade
tem saia verde no 38,disponibilidade
tem vestido preto no 36,disponibilidade
tem camisa verde no p,disponibilidade
tem saia preto no m,disponibilidade
tem body verde no p,disponibilidade
tem camisa verde no 46,disponibilidade
tem blazer preto no g,disponibilidade
os bodys da revival sa o excelentes pea as neutras e ba sicas para ter no arma rio e possuem uma ampla grade de tamanhos url ala c m disso temos nossos acessa num rios url bolsas url e sapatos url,duvida_tamanho
bia tudo bem tenho uma festa bem legal e o traje e black and white pensei na blusa pah mas queria saber se o tecido fica vistoso e se voce recomenda alguma calca mais festa para combinar beijos julie,duvida_tamanho
molinho,duvida_tamanho
comprei a jaqueta d,duvida_tamanho
a nossa calca diferentex esta saindo por r num num,duvida_tamanho
a jaqueta branca uma pena eu na o conseguir comprar por problemas ta c cnicos uma experiaancia de consumidor mto ruim,duvida_tamanho
para adquirir essa pea a basta clicar no link da jaqueta e finalizar a compra pelo site url,duvida_tamanho
paguei sedex porque estou indo hoje pra londres e queria levar o body,duvida_tamanho
sua camisa e linda,duvida_tamanho
tudo bem bia gostaria muito de saber se nesta sua plataforma vc assiste aos clientes em encontrar produtos lojas etc,duvida_tamanho
a jaqueta branca uma pena eu nao conseguir comprar por problemas tecnicos uma experiencia de consumidor mto ruim,duvida_tamanho
o produto e lindo apesar de ter ficando um pouco grande,duvida_tamanho
comprei um body e paguei frete de num dias uteis pra levar pra uma viagem agora na sexta,duvida_tamanho
d body mybasic,duvida_tamanho
milene perguntamos para a bia e ela te indicou comprar o tamanho num dessa jaqueta por voce nao estar acostumada a roupas oversized o que acha,duvida_tamanho
e o body me chega hoje,duvida_tamanho
gosto da calca assim mais curta visto entre num num quadril num,duvida_tamanho
gostaria a camisa branca tamanho m a possavel,duvida_tamanho
somos uma produtora de a udio visual e achamos que seria interessante apresentar o nosso trabalho e portifa num lio,duvida_tamanho
os bodys da revival sao excelentes pecas neutras e basicas para ter no armario e possuem uma ampla grade de tamanhos url alem disso temos nossos acessorios url bolsas url e sapatos url,duvida_tamanho
vai ter reposicao dessa calca,duvida_tamanho
eu adorei ja usei minha saia hj,duvida_tamanho
ainda hj vou efetuar a compra da calca,duvida_tamanho
quero comprar mas preciso saber se ela calca certinho o numero do calco o numero num devo comprar o mesmo,duvida_tamanho
experimentei essa jaqueta maravilhosa,duvida_tamanho
o produto a c lindo apesar de ter ficando um pouco grande,duvida_tamanho
tem sim a calca,duvida_tamanho
eu comprei a calca pantalona branca no dia num num,duvida_tamanho
gostaria de saber o tamanho da cintura dessa calca no tamanho m,duvida_tamanho
seguem as medidas p ca num s num cm e veste quadril ata c num cm m ca num s num cm e veste um quadril ata c num cm g ca num s num cm e veste um quadril ata c num cm,duvida_tamanho
para adquirir essa peca basta clicar no link da jaqueta e finalizar a compra pelo site url,duvida_tamanho
milene perguntamos para a bia e ela te indicou comprar o tamanho num dessa jaqueta por vocaa na o estar acostumada a roupas oversized o que acha d,duvida_tamanho
que calca maravilhosa,duvida_tamanho
veste,duvida_tamanho
tenho num num essa calca esta mais curta para mim mesmo te aconselho a comprar um tamanho pequeno,duvida_tamanho
elaine para o tamanho num nos indicamos o tamanho num da saia,duvida_tamanho
somos uma produtora de audio visual e achamos que seria interessante apresentar o nosso trabalho e portifolio,duvida_tamanho
linda calca qual e a marca,duvida_tamanho
fiz uma compra de um casaco com vcs e nao vestiu bem gostaria de trocar por uma calca fresquinha tamanho m,duvida_tamanho
estou com duvidas sobre o tamanho da saia unica visto num mas as medidas no quadro de tamanhos parecem grandes mas existe a informacao de que o tamanho num corresponde ao num,duvida_tamanho
visto g qual tamanho seria quais cores tem tem a calca tb,duvida_tamanho
outra daovida a c sobre o tom certinho dessa jaqueta no site achei que estava num tom diferente dos stories,duvida_tamanho
essa sandalia calca certo calco num sera que preciso comprar num,duvida_tamanho
sua camisa a c linda,duvida_tamanho
sobre a troca da calca que comprei quero trocar por um tamanho menor recebi um e mail de vcs no dia num num num respondi mas dps disso nao tive mais retorno,duvida_tamanho
com relacao a calca nos temos essas duas opcoes que penso que vc pode gostar,duvida_tamanho
aqui a tabela certinha mas ja estamos com o pessoal tecnico corrigindo esse erro,erros_plataforma
pensamos que poderia ser a senha criada mas quando ocorre algum ponto nesse aspecto surge uma mensagem abaixo voce se importaria em tentar novamente apenas para checarmos se continua ocorrendo o mesmo erro,erros_plataforma
aqui a tabela certinha mas ja estamos com o pessoal ta c cnico corrigindo esse erro,erros_plataforma
plataforma,erros_plataforma
erros,erros_plataforma
ana ja entrei em contato com o pessoal da d aura para entendermos o que aconteceu,falar_com_humano
verificamos com a marca responsavel pelo envio a revival o seu pedido sofreu um pequeno atraso que a marca me informou ter lhe comunicado por whatsapp,falar_com_humano
qualquer duvida pode tambem nos conectar pelo whatsapp,falar_com_humano
pora c m teremos em dezembro um evento presencial para trazer as pea as ao vivo para quem quiser conhecer pessoalmente essa curadobia incravel feita pela bia,falar_com_humano
numero,falar_com_humano
que aa conseguimos encaminhar pro la as tratativas o que acha se puder esclarecer que seria algo mais voltado para o perfil pessoal da bia ou para o curadobia seria bacana entendermos tamba c m para encaminhar de forma mais assertiva sua mensagem,falar_com_humano
este e meu whatsapp,falar_com_humano
chico neto cd mare mar whatsapp num url,falar_com_humano
infelizmente nao atuo mais nessa area de consultoria pessoal,falar_com_humano
verificamos com a marca responsa vel pelo envio a revival o seu pedido sofreu um pequeno atraso que a marca me informou ter lhe comunicado por whatsapp,falar_com_humano
este a c meu whatsappa,falar_com_humano
nao reconheceu no whats esse numero,falar_com_humano
vou querer a num qual e sua chave pix,formas_pagamento
vou querer a num qual a c sua chave pix,formas_pagamento
praticamos sempre o mesmo valor das marcas o que entrara de extra sera o valor do frete que e calculado automaticamente se tiver mais alguma duvida nos avise ok,formas_pagamento
ja vi e amei esperando a virada do cartao pra perder os juizo,formas_pagamento
praticamos sempre o mesmo valor das marcas o que entrara de extra sera o valor do frete que a c calculado automaticamente se tiver mais alguma daovida nos avise ok,formas_pagamento
valor num,formas_pagamento
faz em 3x sem juros,formas_pagamento
quanto ta essa blusa,formas_pagamento
valor do frete pro 04012 000,frete_prazo
chega quando no 06030 050,frete_prazo
chega quando no 01455 022,frete_prazo
chega quando no 05010 020,frete_prazo
chega quando no 01255 022,frete_prazo
chega quando no 04012 000,frete_prazo
valor do frete pro 05010 020,frete_prazo
valor do frete pro 04567 010,frete_prazo
valor do frete pro 06030 050,frete_prazo
valor do frete pro 01455 022,frete_prazo
voce poderia me passar o contato dos responsaveis,materiais_cuidados
bia gosto muito das suas bolsas poderia passar umas dicas nao encontrei no seu site,materiais_cuidados
vocaa poderia me passar o contato dos responsa veis,materiais_cuidados
vou te encaminhar o link url,onde_comprar
gostei do conjunto mas nao vi no site,onde_comprar
endereco,onde_comprar
o tom certo e o que esta no site os stories que a bia postou hoje modificaram um pouco o tom,onde_comprar
venho com boas noticias o conjunto que voce se interessou acabou de subir no site com pouquissimas unidades,onde_comprar
sobre a questao do frete e possivel unificar ele nas blusas da lounge que voce gostou vou te mandar o link das duas,onde_comprar
tem link como compro,onde_comprar
aqui o link com todos os acessa num rios,onde_comprar
amanda nosso pessoal tecnico pediu se possivel se cadastrar atraves desse link,onde_comprar
o tom certo a c o que esta no site os stories que a bia postou hoje modificaram um pouco o tom,onde_comprar
amanda nosso pessoal ta c cnico pediu se possavel se cadastrar atrava c s desse link,onde_comprar
na o estou conseguindo entrar no site para fazer compra,onde_comprar
algua c m poderia entrar em contato comigo por e mail ou whatsapp o site de vcs parece que esta com problemas na o funciona direito na o,onde_comprar
aqui o link com todos os acessorios,onde_comprar
gostei do conjunto mas na o vi no site,onde_comprar
site,onde_comprar
qual o endereco,onde_comprar
estaremos atualizando no site para conter essa tabela que realmente estava faltando,onde_comprar
venho com boas notacias o conjunto que vocaa se interessou acabou de subir no site com pouquassimas unidades,onde_comprar
nao estou conseguindo entrar no site para fazer compra,onde_comprar
link da cala a por gentileza,onde_comprar
certo qual o link da compra,onde_comprar
quero um look casual para trabalho uso gg,pedido_sugestao
ah que otimo monica esperamos que aproveite muito ela e se quiser compartilhar com a gente os looks que criar com ela vamos amar ver,pedido_sugestao
quero um look casual para trabalho uso 36,pedido_sugestao
look,pedido_sugestao
quero um look casual para trabalho uso m,pedido_sugestao
quero um look casual para trabalho uso 42,pedido_sugestao
mas amei a sugestao ju,pedido_sugestao
quero um look minimalista para trabalho uso 36,pedido_sugestao
quero um look casual para trabalho uso 44,pedido_sugestao
amoooo suas rasteiras na o sa o da sua lj mas poderia indicar aonde taam aquela custo benefacio,pedido_sugestao
quero um look minimalista para trabalho uso 40,pedido_sugestao
quero um look minimalista para trabalho uso g,pedido_sugestao
quero um look casual para trabalho uso p,pedido_sugestao
quero um look minimalista para trabalho uso gg,pedido_sugestao
quero um look minimalista para trabalho uso pp,pedido_sugestao
quero um look casual para trabalho uso 40,pedido_sugestao
que maximo marca a gente nos seus looks muito feliz que esta curtindo a selea a o de pea as logo mais teremos muitas novidades bacanas d,pedido_sugestao
ah que a num timo monica esperamos que aproveite muito ela e se quiser compartilhar com a gente os looks que criar com ela vamos amar ver,pedido_sugestao
obrigada por nos mandar e informar sobre essa situacao ja passamos para o nosso setor tecnico analisar essa situacao caso deseje podemos tirar duvidas e disponibilizar mais informacoes por aqui so nos solicitar estamos a disposicao para qualquer coisa,saudacao
ola tudo bem meu nome e leonardo trabalho na importadora user user vi o instagram da marca e voces tem o perfil lulitex muito sofisticacao e bom gosto trabalhamos com pronta entrega e importacao de tecidos exclusivos de acordo com a demanda do cliente nosso showroom tem um acervo enorme sera um prazer recebe los em uma visita poderia me passar o contato do estilo ou compras desde ja agradeco a atencao att leonardo jose e mail leonardo user com br pabx num num num num whatsapp num num num num www lulitex com br,saudacao
bom dia mariella td bem que tamanho voce costuma usar de parte de cima camisas em especial,saudacao
vc poderia checar se houve algum problema com os correios de sa o paulo pois nem chegou no correio de curitiba,saudacao
oi sandra tudo bem passando aqui para te avisar que o jeans preto que voce se interessou no nosso reels um tempinho atras esta disponivel,saudacao
bom dia julienne o que achou da nossa selecao edited,saudacao
oi mari boa tarde ah que a num timo combinado enta o fico muito feliz que o conjunto tenha ficado bacana conta com a gente para o que precisar grande abraa o aproveite o final de semana torcendo para baixar um pouco a temperatura d,saudacao
boa tarde fabiana como vai passando para avisar que as blusas acabaram de ser repostas no site estoque,saudacao
ola van td bem farei um video para vc,saudacao
ola amanda obrigada pelo contato e pedimos desculpas pela falha ja estamos verificando o que houve para que consiga finalizar sua compra,saudacao
oi lucia bom dia tudo bem aqui a c a ana do time curadobia vocaa conseguiu dar uma olhada em tudo que te mandamos se tiver alguma daovida sigo aqui,saudacao
com relacao a outra blusa que voce gostou ela esta em processo de lancamento e ainda nao esta a venda no nosso site mas independente desse fator nao seria possivel unificar o frete nesse caso pois o frete so fica unificado para as pecas da mesma marca,saudacao
ola dany bom dia caso tenha algum problema com o tamanho voce pode optar por trocar ou devolver o produto basta nos informar pelo e mail contato curadobia user com que iremos encaminhar sua solicitacao para a marca responsavel a marca ira proceder com os proximos passos como envio do codigo de logistica reversa e tudo mais,saudacao
ola sua curadoria projeto editorial e grafico sao incriveis parabens mas sua plataforma de e commerce nao funciona bem estou desde ontem tentando fazer compras mas paginas nao carregam carrinhos esvaziam muito dificil,saudacao
oi gabriela tudo bem vi que voce conseguiu acessar o nosso site e realizou seu pedido certo eles ja estao em separacao e logo mais estarao contigo qualquer coisa sigo aqui para te ajudar,saudacao
ola como vai muito prazer meu nome e ana e trabalho aqui no curadobia nao sei se recordam porem conversamos no primeiro semestre do ano passado num sobre esse projeto da bia paes de barros desde la evoluimos bastante e estamos concretizados como um marketplace em potencial crescimento queremos compartilhar com voces nosso site para darem uma olhada curadobia com br ainda temos a patu em foco o que acham de retomarmos contato aguardo voces,saudacao
oi adriana bom dia como vai obrigada pelo seu interesse conosco estamos fazendo uma repaginaa a o no site e assim que voltarmos te mando o link do nosso conjunto que vocaa gostou d deg,saudacao
oii comprei a bico fino o dedo fica um pouquinho de lado pra fora ne mas super confortavel,saudacao
obrigada pelo prestagio foi incravel te ter de pertinho hojed d,saudacao
ola renata bom dia que bom receber mensagem tua me chamo ana e faa o parte do time curadobia nesse lindo look da bia na num s temos somente a blusa disponavel no curadobia aoi,saudacao
bom dia pamela tudo bem revisamos aqui o nosso sistema e fizemos testes e tudo parece funcionar bem esperamos que voce tenha uma boa experiencia agora o que aconselhamos tambem e entrar no site pelo google chrome caso voce ainda nao tenha acessado por la vou te encaminhar os links dos produtos que voce nos encaminhou url url url url url,saudacao
bom dia a obrigada dd,saudacao
oi silvana tudo bem bom dia quem fala com vocaa a c a ana do time curadobia posso confirmar com vocaa se seria essa camisa que te interessou segue,saudacao
ola sou o gerente de vendas da pg game platform quero falar com voce sobre parcerias nossa plataforma foi licenciada conjuntamente pelo governo federal brasileiro e pelo governo de curacao em outubro voce pode se juntar a nos e lhe daremos altas comissoes entre em contato comigo pelo whatsapp num,saudacao
inclusive muito obrigada pela solicitaa a o pois em funa a o dela estamos criando esse maas um destaque aqui no insta trazendo e salvando vadeos mostrando essa a c mais outras pea as que podem gerar daovidas,saudacao
ola evelyn bom dia tudo bem aqui somos do curadobia voce teria interesse em apresentar a sua marca pensando em participar do curadobia ou seria referente a parceria de divulgacao com a bia,saudacao
com relaa a o a outra blusa que vocaa gostou ela esta em processo de lana amento e ainda na o esta a venda no nosso site mas independente desse fator na o seria possavel unificar o frete nesse caso pois o frete sa num fica unificado para as pea as da mesma marca,saudacao
oie bom dia tudo bem obrigada pela sua mensagem entramos em contato com a marca d aura que produz a saia e eles nos informaram que em num dias ira o receber novos estoques da nossa saia anica,saudacao
oi boa tarde ana aqui vocaa conseguiu dar uma olhada na cala a qualquer coisa sigo aqui para o que vocaa precisar viu edited,saudacao
oi renata boa tarde ana aqui vocaa conseguiu dar uma olhada nas opa aues que te mandei qualquer coisa sigo aqui para o que vocaa precisar ta,saudacao
coisa,saudacao
com relacao a previsao de entrega por conta dessa questao na plataforma as marcas tambem nao receberam a notificacao do pedido e por isso ira acabar atrasando um pouco a sua compra mas nos tambem ja entramos em contato com a stella bastos sobre a sua compra e logo mais ela estara com voce desculpa pelo ocorrido qualquer coisa nos avise obrigada por ser nossa cliente equipe curadobia,saudacao
oii karinne tudo bem aqui quem fala a c a ana do time curadobia vocaa acredita que estive olhando todos os dias desde que vocaa demonstrou interesse se a nossa saia anica voltaria ao estoque e somente hoje isso aconteceu ela a c a queridinha das nossas clientes e tem acabado ra pido enta o espero que consiga aproveitar essa oportunidade te encaminho o link para o acesso dela,saudacao
bom dia adriana como vocaa esta,saudacao
ola katia tudo bem,saudacao
ola luana bom dia tudo bem hoje ainda nao temos sapatos dentro do curadobia estamos olhando para adicionar essa categoria em breve,saudacao
ola bom dia infelizmente essa cala a tamba c m saiu do nosso mix estamos com novos produtos e novas marcas entrando no curadobia esperamos que goste qualquer coisa sigo aquid,saudacao
sobre a questa o do frete a c possavel unificar ele nas blusas da lounge que vocaa gostouaoi vou te mandar o link das duas,saudacao
boa tarde comprei a blusa pah mas na o consigo deixa la parecida como da fotoa acho que estou usando de forma erradaa tem alguma tutorial de como vesti la rs,saudacao
oi anne bom dia tudo bem aqui a c a ana do time curadobia a bia nos informou que vocaa se interessou pela nossa bolsa molona mas que infelizmente ela esta indisponavel no site,saudacao
oii comprei a bico fino o dedo fica um pouquinho de lado pra fora na c mas super conforta vel,saudacao
ola gisela essa sandalia a c da minha collab com a paula ferber,saudacao
ola bia sou a daniela e gostaria de apresentar minha marca pra vc a queens gate minha sa num cia e eu ja te acompanhamos tem um bom tempo e somos muito fa s a sua curadoria com seus neutros com tcharanz refora ou a vontade de apresentar o conceito da nossa marca pra vc vamos completar num ano em agosto e adoraraamos um bate papo com vc pra contar nossa hista num ria e nossos planos moro em londres e minha sa num cia em sp e vou deixar meu whatsapp pessoal por conta do fuso aqui e mando o link do nosso insta pra vc dar uma olhadinha d obrigada num num num num,saudacao
agora estou organizando as coisas,saudacao
