id,ts,texto,intent,origem,arquivo_origem,is_ruido,fonte,split,is_synth_test,lado,texto_clean,texto_tokens,texto_clean2,flag_tamanho,flag_sugestao,autor,label_regra,candidatos,tem_regra,texto_ml
120234a11ede711b,,bia eu terminei de subir os produtos pora c m acho que esta com um delay amanha vou ver se terminou de atualizar na plataforma ta tudo certinho <num> categorias que criei com todo produtos descria a o vadeos etc,despedida,raw,,False,original,train,,cliente,bia eu terminei de subir os produtos pora c m acho que esta com um delay amanha vou ver se terminou de atualizar na plataforma ta tudo certinho num categorias que criei com todo produtos descria a o vadeos etc,"['terminei', 'subir', 'produtos', 'pora', 'acho', 'delay', 'amanha', 'ver', 'terminou', 'atualizar', 'plataforma', 'certinho', 'categorias', 'criei', 'todo', 'produtos', 'descria', 'vadeos', 'etc']",terminei subir produtos pora acho delay amanha ver terminou atualizar plataforma certinho categorias criei todo produtos descria vadeos etc,True,False,,duvida_tamanho,duvida_tamanho,True,bia eu terminei de subir os produtos pora c m acho que esta com um delay amanha vou ver se terminou de atualizar na plataforma ta tudo certinho num categorias que criei com todo produtos descria a o vadeos etc
10bae68616d70e79,,ok muito obrigada d,despedida,raw,,False,original,train,,cliente,ok muito obrigada d,['muito'],muito,False,False,,agradecimento,agradecimento,True,ok muito obrigada d
84c75770bb34c738,,bem e vc ana muito obrigada,despedida,raw,,False,original,train,,cliente,bem e vc ana muito obrigada,"['bem', 'muito']",bem muito,False,False,,agradecimento,agradecimento,True,bem e vc ana muito obrigada
5631aef1b4cb2cb7,,certo obrigada o prazo de entrega sa o <num> dias mesmo,despedida,raw,,False,original,train,,cliente,certo obrigada o prazo de entrega sa o num dias mesmo,"['certo', 'prazo', 'entrega', 'dias', 'mesmo']",certo prazo entrega dias mesmo,False,False,,prazo_entrega,agradecimento|prazo_entrega,True,certo obrigada o prazo de entrega sa o num dias mesmo
e4aa28256f815680,,obrigada eu aviso sim gostei bastante vou levar para a cliente,despedida,raw,,False,original,train,,cliente,obrigada eu aviso sim gostei bastante vou levar para a cliente,"['aviso', 'gostei', 'bastante', 'levar', 'cliente']",aviso gostei bastante levar cliente,False,False,,agradecimento,agradecimento,True,obrigada eu aviso sim gostei bastante vou levar para a cliente
a659fc9a3c8085f7,,categoria,despedida,raw,,False,original,train,,cliente,categoria,['categoria'],categoria,False,False,,outros,,False,categoria
6c230741121f39bc,,bia eu terminei de subir os produtos porem acho que esta com um delay amanha vou ver se terminou de atualizar na plataforma ta tudo certinho <num> categorias que criei com todo produtos descricao videos etc,despedida,raw,,False,original,train,,cliente,bia eu terminei de subir os produtos porem acho que esta com um delay amanha vou ver se terminou de atualizar na plataforma ta tudo certinho num categorias que criei com todo produtos descricao videos etc,"['terminei', 'subir', 'produtos', 'porem', 'acho', 'delay', 'amanha', 'ver', 'terminou', 'atualizar', 'plataforma', 'certinho', 'categorias', 'criei', 'todo', 'produtos', 'descricao', 'videos', 'etc']",terminei subir produtos porem acho delay amanha ver terminou atualizar plataforma certinho categorias criei todo produtos descricao videos etc,False,False,,outros,,False,bia eu terminei de subir os produtos porem acho que esta com um delay amanha vou ver se terminou de atualizar na plataforma ta tudo certinho num categorias que criei com todo produtos descricao videos etc
d3602295c40fea56,,ta otimo obrigada,despedida,raw,,False,original,train,,cliente,ta otimo obrigada,['otimo'],otimo,False,False,,agradecimento,agradecimento,True,ta otimo obrigada
9059aa8c7f0bea54,,pedimos desculpas pelo ocorrido e pode ter certeza que isso servira para aprimorarmos nosso atendimento e na o deixar que situaa aues como essa ocorram novamente agradea o sua compreensa o e nos disponibilizamos para auxiliar da melhor forma possavel sobre ter ficado um pouco grande o body nos informe se desejar efetuar troca que ja posso agilizar junto a marca essa solicitaa a o,despedida,raw,,False,original,train,,cliente,pedimos desculpas pelo ocorrido e pode ter certeza que isso servira para aprimorarmos nosso atendimento e na o deixar que situaa aues como essa ocorram novamente agradea o sua compreensa o e nos disponibilizamos para auxiliar da melhor forma possavel sobre ter ficado um pouco grande o body nos informe se desejar efetuar troca que ja posso agilizar junto a marca essa solicitaa a o,"['pedimos', 'desculpas', 'ocorrido', 'pode', 'certeza', 'servira', 'aprimorarmos', 'nosso', 'atendimento', 'deixar', 'situaa', 'aues', 'ocorram', 'novamente', 'agradea', 'compreensa', 'disponibilizamos', 'auxiliar', 'melhor', 'forma', 'possavel', 'ficado', 'pouco', 'grande', 'body', 'informe', 'desejar', 'efetuar', 'troca', 'posso', 'agilizar', 'junto', 'marca', 'solicitaa']",pedimos desculpas ocorrido pode certeza servira aprimorarmos nosso atendimento deixar situaa aues ocorram novamente agradea compreensa disponibilizamos auxiliar melhor forma possavel ficado pouco grande body informe desejar efetuar troca posso agilizar junto marca solicitaa,False,False,,troca_devolucao,troca_devolucao,True,pedimos desculpas pelo ocorrido e pode ter certeza que isso servira para aprimorarmos nosso atendimento e na o deixar que situaa aues como essa ocorram novamente agradea o sua compreensa o e nos disponibilizamos para auxiliar da melhor forma possavel sobre ter ficado um pouco grande o body nos informe se desejar efetuar troca que ja posso agilizar junto a marca essa solicitaa a o
8bb4ed853498c70e,,mto obrigada pelo retorno,despedida,raw,,False,original,train,,cliente,mto obrigada pelo retorno,"['mto', 'retorno']",mto retorno,False,False,,agradecimento,agradecimento,True,mto obrigada pelo retorno
590d411229b28a0a,,obrigada por ser nossa cliente,despedida,raw,,False,original,train,,cliente,obrigada por ser nossa cliente,"['ser', 'nossa', 'cliente']",ser nossa cliente,False,False,,agradecimento,agradecimento,True,obrigada por ser nossa cliente
4c60a9f4f09ab1ff,,legal mto obrigada,despedida,raw,,False,original,train,,cliente,legal mto obrigada,"['legal', 'mto']",legal mto,False,False,,agradecimento,agradecimento,True,legal mto obrigada
2cf8b8b16878ec1a,,obrigada pelo retorno vou acompanhar entao beijo beijo,despedida,raw,,False,original,train,,cliente,obrigada pelo retorno vou acompanhar entao beijo beijo,"['retorno', 'acompanhar', 'entao', 'beijo', 'beijo']",retorno acompanhar entao beijo beijo,False,False,,agradecimento,agradecimento|despedida,True,obrigada pelo retorno vou acompanhar entao beijo beijo
239be46e4bff9bca,,pedimos desculpas pelo ocorrido e pode ter certeza que isso servira para aprimorarmos nosso atendimento e nao deixar que situacoes como essa ocorram novamente agradeco sua compreensao e nos disponibilizamos para auxiliar da melhor forma possivel sobre ter ficado um pouco grande o body nos informe se desejar efetuar troca que ja posso agilizar junto a marca essa solicitacao,despedida,raw,,False,original,train,,cliente,pedimos desculpas pelo ocorrido e pode ter certeza que isso servira para aprimorarmos nosso atendimento e nao deixar que situacoes como essa ocorram novamente agradeco sua compreensao e nos disponibilizamos para auxiliar da melhor forma possivel sobre ter ficado um pouco grande o body nos informe se desejar efetuar troca que ja posso agilizar junto a marca essa solicitacao,"['pedimos', 'desculpas', 'ocorrido', 'pode', 'certeza', 'servira', 'aprimorarmos', 'nosso', 'atendimento', 'nao', 'deixar', 'situacoes', 'ocorram', 'novamente', 'agradeco', 'compreensao', 'disponibilizamos', 'auxiliar', 'melhor', 'forma', 'possivel', 'ficado', 'pouco', 'grande', 'body', 'informe', 'desejar', 'efetuar', 'troca', 'posso', 'agilizar', 'junto', 'marca', 'solicitacao']",pedimos desculpas ocorrido pode certeza servira aprimorarmos nosso atendimento nao deixar situacoes ocorram novamente agradeco compreensao disponibilizamos auxiliar melhor forma possivel ficado pouco grande body informe desejar efetuar troca posso agilizar junto marca solicitacao,False,False,,troca_devolucao,troca_devolucao,True,pedimos desculpas pelo ocorrido e pode ter certeza que isso servira para aprimorarmos nosso atendimento e nao deixar que situacoes como essa ocorram novamente agradeco sua compreensao e nos disponibilizamos para auxiliar da melhor forma possivel sobre ter ficado um pouco grande o body nos informe se desejar efetuar troca que ja posso agilizar junto a marca essa solicitacao
0e14e5b5c2f8a9df,,obrigada pela presenca,despedida,raw,,False,original,train,,cliente,obrigada pela presenca,['presenca'],presenca,False,False,,agradecimento,agradecimento,True,obrigada pela presenca
dde2f83985c4a76f,,com certeza sera um sucesso obrigada ana,despedida,raw,,False,original,train,,cliente,com certeza sera um sucesso obrigada ana,"['certeza', 'sera', 'sucesso']",certeza sera sucesso,False,False,,agradecimento,agradecimento,True,com certeza sera um sucesso obrigada ana
84c4319852d76960,,obrigada pela presenca stella,despedida,raw,,False,original,train,,cliente,obrigada pela presenca stella,"['presenca', 'stella']",presenca stella,False,False,,agradecimento,agradecimento,True,obrigada pela presenca stella
1a105f31382c048e,,com certeza nao exatamente por isso que pensamos nesse material que se molda nos pes,despedida,raw,,False,original,train,,cliente,com certeza nao exatamente por isso que pensamos nesse material que se molda nos pes,"['certeza', 'nao', 'exatamente', 'pensamos', 'nesse', 'material', 'molda', 'pes']",certeza nao exatamente pensamos nesse material molda pes,False,False,,outros,,False,com certeza nao exatamente por isso que pensamos nesse material que se molda nos pes
69c1c256320a311d,,todas as pecas da mybasic e da lounge <num> possuem uma ampla grade <url> <url> os produtos da cecilia possuem uma modelagem mais ampla <url> alguns dos produtos da nauanin chegam ate a numeracao xxgg equivalendo a um <num> <url>,despedida,raw,,False,original,train,,cliente,todas as pecas da mybasic e da lounge num possuem uma ampla grade url url os produtos da cecilia possuem uma modelagem mais ampla url alguns dos produtos da nauanin chegam ate a numeracao xxgg equivalendo a um num url,"['todas', 'pecas', 'mybasic', 'lounge', 'possuem', 'ampla', 'grade', 'url', 'url', 'produtos', 'cecilia', 'possuem', 'modelagem', 'ampla', 'url', 'alguns', 'produtos', 'nauanin', 'chegam', 'ate', 'numeracao', 'xxgg', 'equivalendo', 'url']",todas pecas mybasic lounge possuem ampla grade url url produtos cecilia possuem modelagem ampla url alguns produtos nauanin chegam ate numeracao xxgg equivalendo url,False,False,,duvida_tamanho,despedida|duvida_tamanho|disponibilidade,True,todas as pecas da mybasic e da lounge num possuem uma ampla grade url url os produtos da cecilia possuem uma modelagem mais ampla url alguns dos produtos da nauanin chegam ate a numeracao xxgg equivalendo a um num url
9460937e1e01f438,,ta a <num> timo obrigada,despedida,raw,,False,original,train,,cliente,ta a num timo obrigada,['timo'],timo,False,False,,agradecimento,agradecimento,True,ta a num timo obrigada
183cdf56d7a257a9,,muito obrigada legal que sou do mesmo tamanho que ela,despedida,raw,,False,original,train,,cliente,muito obrigada legal que sou do mesmo tamanho que ela,"['muito', 'legal', 'sou', 'mesmo', 'tamanho']",muito legal sou mesmo tamanho,True,False,,duvida_tamanho,agradecimento|duvida_tamanho,True,muito obrigada legal que sou do mesmo tamanho que ela
3ea4143990281ae2,,otimo me avise por favor um abraco e obrigada,despedida,raw,,False,original,train,,cliente,otimo me avise por favor um abraco e obrigada,"['otimo', 'avise', 'favor', 'abraco']",otimo avise favor abraco,False,False,,agradecimento,agradecimento|despedida,True,otimo me avise por favor um abraco e obrigada
ae2025ec2c727912,,perfeito ana obrigada pelo retorno d,despedida,raw,,False,original,train,,cliente,perfeito ana obrigada pelo retorno d,"['perfeito', 'retorno']",perfeito retorno,False,False,,agradecimento,agradecimento,True,perfeito ana obrigada pelo retorno d
3ded742e44606c5b,,obrigada pelo retorno,despedida,raw,,False,original,train,,cliente,obrigada pelo retorno,['retorno'],retorno,False,False,,agradecimento,agradecimento,True,obrigada pelo retorno
578a46206a34589b,,qualquer duvida ou questao estamos a disposicao obrigada por nos acompanhar equipe curadobia,despedida,raw,,False,original,train,,cliente,qualquer duvida ou questao estamos a disposicao obrigada por nos acompanhar equipe curadobia,"['qualquer', 'duvida', 'questao', 'disposicao', 'acompanhar']",qualquer duvida questao disposicao acompanhar,False,False,,agradecimento,agradecimento,True,qualquer duvida ou questao estamos a disposicao obrigada por nos acompanhar equipe curadobia
073cc52e8185ec02,,enviado obrigada ata c segunda,despedida,raw,,False,original,train,,cliente,enviado obrigada ata c segunda,"['enviado', 'ata', 'segunda']",enviado ata segunda,False,False,,agradecimento,agradecimento,True,enviado obrigada ata c segunda
ea5ee788790ac59d,,legal mto obrigada d,despedida,raw,,False,original,train,,cliente,legal mto obrigada d,"['legal', 'mto']",legal mto,False,False,,agradecimento,agradecimento,True,legal mto obrigada d
bc7e98c5202e6c0b,,estou tentando contato para devolucao de mercadoria e ninguem me atende nem por whatsapp e nem e mail comprei um vestido que quero devolver como devo proceder cristina hees <num> <num>,despedida,raw,,False,original,train,,cliente,estou tentando contato para devolucao de mercadoria e ninguem me atende nem por whatsapp e nem e mail comprei um vestido que quero devolver como devo proceder cristina hees num num,"['tentando', 'contato', 'devolucao', 'mercadoria', 'ninguem', 'atende', 'nem', 'whatsapp', 'nem', 'mail', 'comprei', 'vestido', 'quero', 'devolver', 'devo', 'proceder', 'cristina', 'hees']",tentando contato devolucao mercadoria ninguem atende nem whatsapp nem mail comprei vestido quero devolver devo proceder cristina hees,False,False,,troca_devolucao,troca_devolucao|onde_comprar,True,estou tentando contato para devolucao de mercadoria e ninguem me atende nem por whatsapp e nem e mail comprei um vestido que quero devolver como devo proceder cristina hees num num
4ba7a35a184db626,,muito obrigada pelos esclarecimentos,despedida,raw,,False,original,train,,cliente,muito obrigada pelos esclarecimentos,"['muito', 'esclarecimentos']",muito esclarecimentos,False,False,,agradecimento,agradecimento,True,muito obrigada pelos esclarecimentos
ca863cc9b3492cd0,,seguem as medidas p cos <num> cm e veste quadril ate <num> cm m cos <num> cm e veste um quadril ate <num> cm g cos <num> cm e veste um quadril ate <num> cm,despedida,raw,,False,original,train,,cliente,seguem as medidas p cos num cm e veste quadril ate num cm m cos num cm e veste um quadril ate num cm g cos num cm e veste um quadril ate num cm,"['seguem', 'medidas', 'cos', 'veste', 'quadril', 'ate', 'cos', 'veste', 'quadril', 'ate', 'cos', 'veste', 'quadril', 'ate']",seguem medidas cos veste quadril ate cos veste quadril ate cos veste quadril ate,True,False,,duvida_tamanho,despedida|duvida_tamanho,True,seguem as medidas p cos num cm e veste quadril ate num cm m cos num cm e veste um quadril ate num cm g cos num cm e veste um quadril ate num cm
9f42d2bf55149fa0,,obrigada pelo retorno namoro o modelo gladiador me lembro dele mas quando fui procurar ja na o tinha mais d,despedida,raw,,False,original,train,,cliente,obrigada pelo retorno namoro o modelo gladiador me lembro dele mas quando fui procurar ja na o tinha mais d,"['retorno', 'namoro', 'modelo', 'gladiador', 'lembro', 'fui', 'procurar', 'tinha']",retorno namoro modelo gladiador lembro fui procurar tinha,False,False,,agradecimento,agradecimento,True,obrigada pelo retorno namoro o modelo gladiador me lembro dele mas quando fui procurar ja na o tinha mais d
14865546324893e5,,enfim por muito pouco nao me atende,despedida,raw,,False,original,train,,cliente,enfim por muito pouco nao me atende,"['enfim', 'muito', 'pouco', 'nao', 'atende']",enfim muito pouco nao atende,False,False,,outros,,False,enfim por muito pouco nao me atende
260f9448183df670,,obrigada pelo interesse d aguardamos vocaas,despedida,raw,,False,original,train,,cliente,obrigada pelo interesse d aguardamos vocaas,"['interesse', 'aguardamos', 'vocaas']",interesse aguardamos vocaas,False,False,,agradecimento,agradecimento,True,obrigada pelo interesse d aguardamos vocaas
7d24186aef3c0dbe,,obrigada a i,despedida,raw,,False,original,train,,cliente,obrigada a i,[],,False,False,,agradecimento,agradecimento,True,obrigada a i
fe1019c03eb56d69,,mto obrigada msm,despedida,raw,,False,original,train,,cliente,mto obrigada msm,"['mto', 'msm']",mto msm,False,False,,agradecimento,agradecimento,True,mto obrigada msm
23ad23eb88601459,,muito obrigada elas entraram em contato comigo realmente a sanda lia a c linda mas infelizmente fico um pouco fora pra mim,despedida,raw,,False,original,train,,cliente,muito obrigada elas entraram em contato comigo realmente a sanda lia a c linda mas infelizmente fico um pouco fora pra mim,"['muito', 'entraram', 'contato', 'comigo', 'realmente', 'sanda', 'lia', 'linda', 'infelizmente', 'fico', 'pouco', 'fora', 'mim']",muito entraram contato comigo realmente sanda lia linda infelizmente fico pouco fora mim,False,False,,agradecimento,agradecimento,True,muito obrigada elas entraram em contato comigo realmente a sanda lia a c linda mas infelizmente fico um pouco fora pra mim
041f700817281013,,ok muito obrigada,despedida,raw,,False,original,train,,cliente,ok muito obrigada,['muito'],muito,False,False,,agradecimento,agradecimento,True,ok muito obrigada
3d877867de2c5aec,,obrigada pelo interesse aguardamos voces,despedida,raw,,False,original,train,,cliente,obrigada pelo interesse aguardamos voces,"['interesse', 'aguardamos']",interesse aguardamos,False,False,,agradecimento,agradecimento,True,obrigada pelo interesse aguardamos voces
29cda6267cfc63b2,,tranquilo obrigada,despedida,raw,,False,original,train,,cliente,tranquilo obrigada,['tranquilo'],tranquilo,False,False,,agradecimento,agradecimento,True,tranquilo obrigada
8a7498919130746f,,precisei sair correndo por um problema com minha filha que ja esta bem mas nem consegui me despedir obrigada queridas pelo convite,despedida,raw,,False,original,train,,cliente,precisei sair correndo por um problema com minha filha que ja esta bem mas nem consegui me despedir obrigada queridas pelo convite,"['precisei', 'sair', 'correndo', 'problema', 'filha', 'bem', 'nem', 'consegui', 'despedir', 'queridas', 'convite']",precisei sair correndo problema filha bem nem consegui despedir queridas convite,False,False,,agradecimento,agradecimento,True,precisei sair correndo por um problema com minha filha que ja esta bem mas nem consegui me despedir obrigada queridas pelo convite
25f3e7ba7fccc463,,nos seguimos acompanhando todo o processo ate sua finalizacao,despedida,raw,,False,original,train,,cliente,nos seguimos acompanhando todo o processo ate sua finalizacao,"['seguimos', 'acompanhando', 'todo', 'processo', 'ate', 'finalizacao']",seguimos acompanhando todo processo ate finalizacao,False,False,,despedida,despedida,True,nos seguimos acompanhando todo o processo ate sua finalizacao
9ec0a46eb65d3abf,,tem jaqueta verde no 46?,disponibilidade,raw,,False,original,train,,cliente,tem jaqueta verde no 46,"['jaqueta', 'verde']",jaqueta verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem jaqueta verde no 46
507d918b678ea55b,,tem jaqueta verde no 42?,disponibilidade,raw,,False,original,train,,cliente,tem jaqueta verde no 42,"['jaqueta', 'verde']",jaqueta verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem jaqueta verde no 42
9385680a2764bad8,,tem vestido preto no G?,disponibilidade,raw,,False,original,train,,cliente,tem vestido preto no g,"['vestido', 'preto']",vestido preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido preto no g
0e408ac0b4676da7,,tem saia verde no 46?,disponibilidade,raw,,False,original,train,,cliente,tem saia verde no 46,"['saia', 'verde']",saia verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem saia verde no 46
153eac17896ee087,,tem saia verde no P?,disponibilidade,raw,,False,original,train,,cliente,tem saia verde no p,"['saia', 'verde']",saia verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem saia verde no p
edf62f6cafee478a,,tem camisa preto no M?,disponibilidade,raw,,False,original,train,,cliente,tem camisa preto no m,"['camisa', 'preto']",camisa preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem camisa preto no m
5ffc0c6fa32c4c63,,tem saia preto no 46?,disponibilidade,raw,,False,original,train,,cliente,tem saia preto no 46,"['saia', 'preto']",saia preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem saia preto no 46
779be1bedabb4b80,,tem body preto no G?,disponibilidade,raw,,False,original,train,,cliente,tem body preto no g,"['body', 'preto']",body preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem body preto no g
05cccc0e72d3d201,,tem vestido preto no 42?,disponibilidade,raw,,False,original,train,,cliente,tem vestido preto no 42,"['vestido', 'preto']",vestido preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido preto no 42
270af05152f3e850,,tem saia verde no G?,disponibilidade,raw,,False,original,train,,cliente,tem saia verde no g,"['saia', 'verde']",saia verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem saia verde no g
7727522cce948bce,,tem jaqueta verde no G?,disponibilidade,raw,,False,original,train,,cliente,tem jaqueta verde no g,"['jaqueta', 'verde']",jaqueta verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem jaqueta verde no g
ebd41409a6605419,,tem body verde no 42?,disponibilidade,raw,,False,original,train,,cliente,tem body verde no 42,"['body', 'verde']",body verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem body verde no 42
6b8bf952b0536a9d,,tem blazer verde no 38?,disponibilidade,raw,,False,original,train,,cliente,tem blazer verde no 38,"['blazer', 'verde']",blazer verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem blazer verde no 38
10cf8651f9fe9811,,tem blazer verde no GG?,disponibilidade,raw,,False,original,train,,cliente,tem blazer verde no gg,"['blazer', 'verde']",blazer verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem blazer verde no gg
25a68cd5e5769ab0,,tem camisa preto no 44?,disponibilidade,raw,,False,original,train,,cliente,tem camisa preto no 44,"['camisa', 'preto']",camisa preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem camisa preto no 44
ea5da65181263a1a,,tem saia verde no GG?,disponibilidade,raw,,False,original,train,,cliente,tem saia verde no gg,"['saia', 'verde']",saia verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem saia verde no gg
44ae3192938baed7,,tem jaqueta preto no 46?,disponibilidade,raw,,False,original,train,,cliente,tem jaqueta preto no 46,"['jaqueta', 'preto']",jaqueta preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem jaqueta preto no 46
2f2d226dff70cf68,,tem vestido verde no 46?,disponibilidade,raw,,False,original,train,,cliente,tem vestido verde no 46,"['vestido', 'verde']",vestido verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido verde no 46
990da7289fe96e26,,tem jaqueta preto no 38?,disponibilidade,raw,,False,original,train,,cliente,tem jaqueta preto no 38,"['jaqueta', 'preto']",jaqueta preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem jaqueta preto no 38
c72dd7f27fbd0e69,,tem camisa preto no 38?,disponibilidade,raw,,False,original,train,,cliente,tem camisa preto no 38,"['camisa', 'preto']",camisa preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem camisa preto no 38
7c4dede9e9f36bfb,,tem blazer verde no 40?,disponibilidade,raw,,False,original,train,,cliente,tem blazer verde no 40,"['blazer', 'verde']",blazer verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem blazer verde no 40
9e43e35bec42fa05,,tem body verde no 36?,disponibilidade,raw,,False,original,train,,cliente,tem body verde no 36,"['body', 'verde']",body verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem body verde no 36
24b70d8b072b0fb0,,tem blazer preto no 40?,disponibilidade,raw,,False,original,train,,cliente,tem blazer preto no 40,"['blazer', 'preto']",blazer preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem blazer preto no 40
0e3628842cc45f40,,tem vestido preto no P?,disponibilidade,raw,,False,original,train,,cliente,tem vestido preto no p,"['vestido', 'preto']",vestido preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido preto no p
2af68f1421cba03f,,tem vestido preto no 44?,disponibilidade,raw,,False,original,train,,cliente,tem vestido preto no 44,"['vestido', 'preto']",vestido preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido preto no 44
c906b306837f4100,,tem blazer preto no 42?,disponibilidade,raw,,False,original,train,,cliente,tem blazer preto no 42,"['blazer', 'preto']",blazer preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem blazer preto no 42
ae0e30ff8c0feaf0,,tem body verde no 38?,disponibilidade,raw,,False,original,train,,cliente,tem body verde no 38,"['body', 'verde']",body verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem body verde no 38
fc7f26201ac4b92b,,tem jaqueta verde no 40?,disponibilidade,raw,,False,original,train,,cliente,tem jaqueta verde no 40,"['jaqueta', 'verde']",jaqueta verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem jaqueta verde no 40
4887ead8c804dc61,,tem body preto no 42?,disponibilidade,raw,,False,original,train,,cliente,tem body preto no 42,"['body', 'preto']",body preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem body preto no 42
f8d095cc980b53c0,,tem vestido preto no 38?,disponibilidade,raw,,False,original,train,,cliente,tem vestido preto no 38,"['vestido', 'preto']",vestido preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido preto no 38
db4a5c99162ae03f,,tem body preto no 44?,disponibilidade,raw,,False,original,train,,cliente,tem body preto no 44,"['body', 'preto']",body preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem body preto no 44
6111fc945836b4d5,,tem saia verde no M?,disponibilidade,raw,,False,original,train,,cliente,tem saia verde no m,"['saia', 'verde']",saia verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem saia verde no m
7b712dd97b32922e,,tem blazer verde no G?,disponibilidade,raw,,False,original,train,,cliente,tem blazer verde no g,"['blazer', 'verde']",blazer verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem blazer verde no g
c9122c4563261e58,,tem saia verde no 42?,disponibilidade,raw,,False,original,train,,cliente,tem saia verde no 42,"['saia', 'verde']",saia verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem saia verde no 42
aba7d2498c9b9051,,tem camisa preto no 36?,disponibilidade,raw,,False,original,train,,cliente,tem camisa preto no 36,"['camisa', 'preto']",camisa preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem camisa preto no 36
2ce01fb78743da8c,,tem vestido verde no 42?,disponibilidade,raw,,False,original,train,,cliente,tem vestido verde no 42,"['vestido', 'verde']",vestido verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido verde no 42
7b403f272df030a0,,tem body verde no PP?,disponibilidade,raw,,False,original,train,,cliente,tem body verde no pp,"['body', 'verde']",body verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem body verde no pp
8be1f552800e4f99,,tem body verde no 40?,disponibilidade,raw,,False,original,train,,cliente,tem body verde no 40,"['body', 'verde']",body verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem body verde no 40
c99be295fd4ba00f,,tem blazer preto no P?,disponibilidade,raw,,False,original,train,,cliente,tem blazer preto no p,"['blazer', 'preto']",blazer preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem blazer preto no p
f7709f86ab453e0f,,tem jaqueta preto no 44?,disponibilidade,raw,,False,original,train,,cliente,tem jaqueta preto no 44,"['jaqueta', 'preto']",jaqueta preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem jaqueta preto no 44
2499214b978fd920,,tem jaqueta preto no 40?,disponibilidade,raw,,False,original,train,,cliente,tem jaqueta preto no 40,"['jaqueta', 'preto']",jaqueta preto,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem jaqueta preto no 40
5e5c81e41ec80c3c,,tem vestido verde no 38?,disponibilidade,raw,,False,original,train,,cliente,tem vestido verde no 38,"['vestido', 'verde']",vestido verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem vestido verde no 38
331b78f7c18aa8b3,,tem camisa verde no M?,disponibilidade,raw,,False,original,train,,cliente,tem camisa verde no m,"['camisa', 'verde']",camisa verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem camisa verde no m
87d57eba103843af,,tem jaqueta verde no GG?,disponibilidade,raw,,False,original,train,,cliente,tem jaqueta verde no gg,"['jaqueta', 'verde']",jaqueta verde,True,False,,duvida_tamanho,duvida_tamanho|disponibilidade,True,tem jaqueta verde no gg
