ts,autor,texto,origem,arquivo_origem,lado,dia,texto_clean2,flag_ruido,lang,lscore,mensagem_norm,mensagem_lemma,len_tokens
2024-10-18 18:59:49.217,Curadobia,Oi Ineia! Tudo bem? Segue o Valor do casaco que você se interessou,instagram_zip,inbox/ineiacunha_17973502382788437/message_1.json,time,2024-10-18,,False,pt,1.0,Oi Ineia! Tudo bem? Segue o Valor do casaco que você se interessou,ine bem seg val casac interess,6
2025-03-14 17:16:04.080,Curadobia,https://www.curadobia.com.br/nauanin/produto/calca-diferentona,instagram_zip,inbox/patriciadiasfernandes_1574554687269048/message_1.json,time,2025-03-14,,False,und,0.0,https://www.curadobia.com.br/nauanin/produto/calca-diferentona,http www br nauanin produt calc diferent,7
2024-10-15 14:10:04.533,Curadobia,https://www.curadobia.com.br/usuario/novo,instagram_zip,inbox/amandaoliveira_1472616584131311/message_1.json,time,2024-10-15,,False,und,0.0,https://www.curadobia.com.br/usuario/novo,http www br usuari nov,5
2025-04-25 13:25:39.550,Curadobia,https://www.curadobia.com.br/reptilia/produto/saia-levissima,instagram_zip,inbox/adrianacarlaramosmartino_1642176510517548/message_1.json,time,2025-04-25,,False,und,0.0,https://www.curadobia.com.br/reptilia/produto/saia-levissima,http www br reptil produt sai leviss,7
2024-10-18 15:43:00.000,martahelenaolegario_1528625275199043,segue o link da jaqueta: https://www.curadobia.com.br/nauanin/produto/jaqueta-bacanuda,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-10-18,,False,pt,1.0,segue o link da jaqueta: https://www.curadobia.com.br/nauanin/produto/jaqueta-bacanuda,seg jaquet http www br nauanin produt jaquet bacanud,9
2025-03-10 18:38:00.000,laiscardosoperetto_1642377720491593,qualquer duvida nos avise ok?,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-03-10,,False,pt,1.0,qualquer duvida nos avise ok?,duvid avis ok,3
2025-04-25 10:24:00.000,adrianacarlaramosmartino_1642176510517548,"venho com boas notícias, o conjunto que você se interessou acabou de subir no site com pouquíssimas unidades!",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-04-25,,False,pt,1.0,"venho com boas notícias, o conjunto que você se interessou acabou de subir no site com pouquíssimas unidades!",venh boa notíc conjunt interess acab sub pouqu unidad,9
2024-07-19 17:08:00.000,tiagorodrigues_17961513431788437,igualmente!,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-07-19,,False,it,1.0,igualmente!,,0
2024-10-15 09:17:00.000,vansouza_1536417384419543,"inclusive, muito obrigada pela solicitação, pois em função dela estamos criando esse mês um destaque aqui no insta trazendo e salvando vídeos mostrando essa é mais outras peças que podem gerar dúvidas",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-10-15,,False,pt,1.0,"inclusive, muito obrigada pela solicitação, pois em função dela estamos criando esse mês um destaque aqui no insta trazendo e salvando vídeos mostrando essa é mais outras peças que podem gerar dúvidas",inclusiv muit solicit poi funç cri mê destaqu inst traz salv víde mostr outr peç pod ger dúv,18
2025-05-05 16:40:00.000,anelisacavalcantesoares_1554428265945243,"qualquer coisa, sigo aqui",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-05-05,,False,ca,1.0,"qualquer coisa, sigo aqui",,0
2025-04-04 10:57:00.000,drarenatacavalheirooftalmologista_17994685604788437,"olá renata!! bom dia, que bom receber mensagem tua! me chamo ana e faço parte do time curadobia. nesse lindo look da bia nós temos somente a blusa disponível no curadobia ☺️",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-04-04,,False,pt,1.0,"olá renata!! bom dia, que bom receber mensagem tua! me chamo ana e faço parte do time curadobia. nesse lindo look da bia nós temos somente a blusa disponível no curadobia ☺️",renat receb tua ch faç part tim ness lind look tem soment blus dispon,14
2024-10-23 14:27:06.554,Curadobia,"Perfeito Glória, já colocamos aqui na nossa lista e vamos te informar quando estiver mais próximo da data!",instagram_zip,inbox/glorianuccicamilo_1473008980754026/message_1.json,time,2024-10-23,,False,pt,1.0,"Perfeito Glória, já colocamos aqui na nossa lista e vamos te informar quando estiver mais próximo da data!",perfeit glór coloc noss list vam te inform estiv próx dat,11
2024-08-20 16:51:01.260,Curadobia,Ahhh entendi… muito obrigada 😊,instagram_zip,inbox/veraafonso_1480388266695788/message_1.json,time,2024-08-20,,False,pt,1.0,Ahhh entendi… muito obrigada 😊,ahhh entend muit,3
2025-03-31 10:17:00.000,jaci_1696069965123865,oie! @curadobia.oficial 😉,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-03-31,,False,ro,1.0,oie! @curadobia.oficial 😉,,0
2024-10-23 13:26:00.000,analepsch_1529949501731576,"olá, ana! boa tarde! tudo bem? estamos entrando em contato porque identificamos que há um tempo você demonstrou interesse nos sapatos da bia, que apareceram em um dos nossos reels! agora eles estão disponíveis no site do curadobia! 😍😍 segue o link: https://www.curadobia.com.br/produtos/buscar?search=paula+ferber obrigada por nos acompanhar, ana! qualquer dúvida, estamos à disposição! equipe curadobia 💕",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-10-23,,False,pt,1.0,"olá, ana! boa tarde! tudo bem? estamos entrando em contato porque identificamos que há um tempo você demonstrou interesse nos sapatos da bia, que apareceram em um dos nossos reels! agora eles estão disponíveis no site do curadobia! 😍😍 segue o link: https://www.curadobia.com.br/produtos/buscar?search=paula+ferber obrigada por nos acompanhar, ana! qualquer dúvida, estamos à disposição! equipe curadobia 💕",bem entr identific há temp demonstr inter sapat aparec noss reel agor dispon seg http www br produt busc search paul ferb acompanh dúv dispos,25
2024-08-08 12:26:09.363,Curadobia,Imagina!,instagram_zip,inbox/danycavalcanti_1481723446558270/message_1.json,time,2024-08-08,,False,tl,1.0,Imagina!,,0
2025-05-19 14:24:34.886,Curadobia,"Olá, bom dia! tudo bem? vocês tem um pdf com o portifolio de produtos que trabalham",instagram_zip,inbox/ecruembalagens_17998971182788437/message_1.json,time,2025-05-19,,False,pt,1.0,"Olá, bom dia! tudo bem? vocês tem um pdf com o portifolio de produtos que trabalham",bem pdf portifoli produt trabalh,5
2024-07-23 18:28:33.674,Curadobia,"Claro, vamos conversar sim. O que acha de fazermos uma reunião on-line?",instagram_zip,inbox/queensgate_17961981233788437/message_1.json,time,2024-07-23,,False,pt,1.0,"Claro, vamos conversar sim. O que acha de fazermos uma reunião on-line?",clar vam convers ach faz reun on lin,8
2024-07-23 18:28:45.333,Curadobia,Segunda na parte da tarde você teria disponibilidade?,instagram_zip,inbox/queensgate_17961981233788437/message_1.json,time,2024-07-23,,False,pt,1.0,Segunda na parte da tarde você teria disponibilidade?,segund part ter disponibil,4
2025-03-06 11:15:00.000,suzaneemmerich_1634647511263711,solicitamos a reposição para a paula ferber. logo mais te atualizaremos sobre o estoque 🥰,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-03-06,,False,pt,1.0,solicitamos a reposição para a paula ferber. logo mais te atualizaremos sobre o estoque 🥰,solicit repos paul ferb te atualiz estoqu,7
2025-03-27 13:33:15.470,Curadobia,"Bom dia, Julienne? O que achou da nossa seleção?",instagram_zip,inbox/juliennebini_1644010466992670/message_1.json,time,2025-03-27,,False,pt,1.0,"Bom dia, Julienne? O que achou da nossa seleção?",julienn ach noss seleç,4
2025-05-19 13:24:59.299,Curadobia,+55 11 97231-7025,instagram_zip,inbox/danuza_1689401262458058/message_1.json,time,2025-05-19,,False,und,0.0,+55 11 97231-7025,,0
2025-04-08 11:16:00.000,studiodebeleza_1670067261055653,"oi, clau! tudo bem? bom dia. aqui é a ana da equipe do curadobia. vimos que você se interessou pelo macacão no video da bia mas na época ele ainda estava em lançamento. boa notícia, agora está disponível!😍 segue o link abaixo para que você possa dar uma olhada:",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-04-08,,False,pt,1.0,"oi, clau! tudo bem? bom dia. aqui é a ana da equipe do curadobia. vimos que você se interessou pelo macacão no video da bia mas na época ele ainda estava em lançamento. boa notícia, agora está disponível!😍 segue o link abaixo para que você possa dar uma olhada:",clau bem vim interess macacã époc aind est lanç notíc agor dispon seg abaix poss dar olh,17
2025-01-15 18:18:49.444,Curadobia,"Boa Tarde, Pamela! Deu tudo certo com a sua experiência no site? Se precisar, estamos aqui!",instagram_zip,inbox/pamelavaiano_1669719177758582/message_1.json,time,2025-01-15,,False,pt,1.0,"Boa Tarde, Pamela! Deu tudo certo com a sua experiência no site? Se precisar, estamos aqui!",pamel deu cert experi precis,5
2024-11-11 18:37:41.863,Curadobia,"Sheila, essa foi a tabela passada para nós pela marca, estamos em contato com eles para ter exatamente a medida do quadril, inclusive, obrigada pela pergunta, pois com ela vamos atualizar o nosso site. Mas podemos te adiantar que ele tem uma estrutura folgada no quadril, então acreditamos que ele vai dar certo para ti no tamanho 42. Para te passar outra base, nas fotos do produto no nosso site, a Bia está vestindo o tamanho 38.",instagram_zip,inbox/sheilacourte_1562904038438275/message_1.json,time,2024-11-11,,False,pt,1.0,"Sheila, essa foi a tabela passada para nós pela marca, estamos em contato com eles para ter exatamente a medida do quadril, inclusive, obrigada pela pergunta, pois com ela vamos atualizar o nosso site. Mas podemos te adiantar que ele tem uma estrutura folgada no quadril, então acreditamos que ele vai dar certo para ti no tamanho 42. Para te passar outra base, nas fotos do produto no nosso site, a Bia está vestindo o tamanho 38.",sheil tabel pass marc exat med quadril inclusiv pergunt poi vam atual noss pod te adiant estrut folg quadril acredit vai dar cert ti tamanh te pass outr bas fot produt noss vest tamanh,34
2025-04-04 10:58:00.000,drarenatacavalheirooftalmologista_17994685604788437,https://www.curadobia.com.br/d-aura/produto/calca-tech-d-aura,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-04-04,,False,und,0.0,https://www.curadobia.com.br/d-aura/produto/calca-tech-d-aura,http www br aur produt calc tech aur,8
2025-01-27 14:52:44.062,Curadobia,"Oi Talita! Muito bom receber sua mensagem. Agradecemos demais o contato e que bacana vocês terem pensado na gente, porém nesse momento nós não estamos trabalhando com produção. De qualquer forma salvamos o teu contato para futuras oportunidades! Atenciosamente, Equipe Curadobia💕",instagram_zip,inbox/talitasanches_1471269797594181/message_1.json,time,2025-01-27,,False,pt,1.0,"Oi Talita! Muito bom receber sua mensagem. Agradecemos demais o contato e que bacana vocês terem pensado na gente, porém nesse momento nós não estamos trabalhando com produção. De qualquer forma salvamos o teu contato para futuras oportunidades! Atenciosamente, Equipe Curadobia💕",talit muit receb agradec demal bacan ter pens gent porém ness moment trabalh produç form salv teu futur oportun atencios,20
2024-09-22 19:47:00.000,vansouza_1536417384419543,"ola van, td bem? farei um video para vc",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-09-22,,False,pt,1.0,"ola van, td bem? farei um video para vc",ola van td bem far,5
2025-02-11 14:34:25.410,Curadobia,Oie! Bom dia? Tudo bem? Obrigada pela sua mensagem! Entramos em contato com a marca D-aura que produz a saia e eles nos informaram que em 10 dias irão receber novos estoques da nossa SAIA ÚNICA,instagram_zip,inbox/akarinnesantos_1445923513458484/message_1.json,time,2025-02-11,,False,pt,1.0,Oie! Bom dia? Tudo bem? Obrigada pela sua mensagem! Entramos em contato com a marca D-aura que produz a saia e eles nos informaram que em 10 dias irão receber novos estoques da nossa SAIA ÚNICA,oie bem entr marc aur produz sai inform dia irã receb nov estoqu noss sai únic,16
2024-07-29 16:31:00.000,stellabastos_1459454448789012,"stella, depois peço apenas que compartilhe seu número de telefone que aí fica mais fácil nossa comunicação",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-07-29,,False,pt,1.0,"stella, depois peço apenas que compartilhe seu número de telefone que aí fica mais fácil nossa comunicação",stell depois peç apen compartilh seu númer telefon aí fic fácil noss comunic,13
2025-03-24 11:22:00.000,alessandracc_1591478398910903,"mas pode ficar tranquila que assim que lançarmos a terceira peça que você gostou vou te mandar por aqui, tudo bem? não deixe de garantir suas peças da lounge a tempo💖",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-03-24,,False,pt,1.0,"mas pode ficar tranquila que assim que lançarmos a terceira peça que você gostou vou te mandar por aqui, tudo bem? não deixe de garantir suas peças da lounge a tempo💖",pod fic tranquil assim lanç terc peç gost te mand bem deix garant peç loung temp,16
2024-10-03 10:51:00.000,karynacarvalhoaires_1535575451171487,"karyna, bom dia! tudo bem? desculpe a demora para o esclarecimento da dúvida! como somos um marketolace, trabalhamos com marcas únicas e diferentes. como cada uma tem a sua produção, optamos por entrar em contato com a marca parceira da calça ontem para confirmar sua dúvida e te responder da melhor maneira possível! a marca nos confirmou que as medidas do tamanho 1 estão corretas com a cintura e o quadril com a mesma medida mesmo. isso ocorre pois como é uma peça produzida com elástico na cintura, ele acaba ficando na mesma medida do quadril se adequando ao formato do corpo que a usa. a única correção que já aproveitamos para fazer que a marca também nos informou foi que o tamanho 3 fa calça também deveria estar com a mesma medida na cintura e no quadril (110cm) pelo mesmo motivo. já vamos corrigir isso no site! qualquer outra questão estamos à disposição, karyna! 💕",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-10-03,,False,pt,1.0,"karyna, bom dia! tudo bem? desculpe a demora para o esclarecimento da dúvida! como somos um marketolace, trabalhamos com marcas únicas e diferentes. como cada uma tem a sua produção, optamos por entrar em contato com a marca parceira da calça ontem para confirmar sua dúvida e te responder da melhor maneira possível! a marca nos confirmou que as medidas do tamanho 1 estão corretas com a cintura e o quadril com a mesma medida mesmo. isso ocorre pois como é uma peça produzida com elástico na cintura, ele acaba ficando na mesma medida do quadril se adequando ao formato do corpo que a usa. a única correção que já aproveitamos para fazer que a marca também nos informou foi que o tamanho 3 fa calça também deveria estar com a mesma medida na cintura e no quadril (110cm) pelo mesmo motivo. já vamos corrigir isso no site! qualquer outra questão estamos à disposição, karyna! 💕",karyn bem desculp dem esclarec dúv som marketolac trabalh marc únic difer cad produç opt entr marc parc calç ont confirm dúv te respond melhor man possível marc confirm med tamanh corret cint quadril mesm med mesm ocorr poi peç produz elás cint acab fic mesm med quadril adequ format corp usa únic correç aproveit marc inform tamanh fa calç dev est mesm med cint quadril mesm motiv vam corrig outr quest dispos karyn,74
2024-07-29 18:37:25.935,Curadobia,"Daniela, depois me passa seu número de telefone que aí seguimos a comunicação por lá e pelo e-mail",instagram_zip,inbox/queensgate_17961981233788437/message_1.json,time,2024-07-29,,False,pt,1.0,"Daniela, depois me passa seu número de telefone que aí seguimos a comunicação por lá e pelo e-mail",daniel depois pass seu númer telefon aí segu comunic mail,10
2024-08-28 08:50:00.000,danycavalcanti_1481723446558270,perfeito. estamos entrando em contato com a marca e já lhe posicionamos. tivemos alguns problemas com pedidos em função da greve dos correios e isso pode estar atrelado,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-08-28,,False,pt,1.0,perfeito. estamos entrando em contato com a marca e já lhe posicionamos. tivemos alguns problemas com pedidos em função da greve dos correios e isso pode estar atrelado,perfeit entr marc lhe posicion tiv algum problem ped funç grev correi pod est atrel,15
2025-01-20 18:42:36.730,Curadobia,"Olá pessoal, como vão? Meu nome é Ana e trabalho junto com a Bia Paes de Barros no CURADOBIA.COM.BR O Curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. Acreditamos que a PROJETO ZERO UM super se conecta com essa proposta. Com quem poderia conversar para falar mais sobre? Aguardo vocês!",instagram_zip,inbox/projetozeroum_1630341761696320/message_1.json,time,2025-01-20,,False,pt,1.0,"Olá pessoal, como vão? Meu nome é Ana e trabalho junto com a Bia Paes de Barros no CURADOBIA.COM.BR O Curadobia é um marketplace que nasceu com o propósito de reunir em um só lugar peças que fazem toda a diferença no armário e ao mesmo tempo são fáceis de usar: os chamados neutros com tcharanz. Acreditamos que a PROJETO ZERO UM super se conecta com essa proposta. Com quem poderia conversar para falar mais sobre? Aguardo vocês!",pessoal vão br marketplac nasc propósit reun só lug peç faz tod diferenç armári mesm temp são fácel us cham neutr tcharanz acredit projet zer sup conect propost qu pod convers fal aguard,33
2024-12-01 10:41:00.000,bibshoffmann_1609359433796383,dia 3/12 das 12hs as 20hs,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-12-01,,False,pt,1.0,dia 3/12 das 12hs as 20hs,,0
2024-10-18 19:44:00.000,alessandrafaro_1540136927381425,adoramos ela!,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-10-18,,False,es,1.0,adoramos ela!,,0
2025-05-19 10:27:00.000,marispoladorconsultoradeimagemeestilo_1674962710572265,https://www.curadobia.com.br/nauanin/produto/calca-relax,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-05-19,,False,und,0.0,https://www.curadobia.com.br/nauanin/produto/calca-relax,http www br nauanin produt calc relax,7
2025-01-21 14:30:35.909,Curadobia,"Olá! Como vão? Muito prazer, meu nome é Ana e trabalho aqui no Curadobia. Não sei se recordam, porém conversamos no primeiro semestre do ano passado (2024) sobre esse projeto da Bia Paes de Barros. Desde lá, evoluímos bastante e estamos concretizados como um marketplace em potencial crescimento. Queremos compartilhar com vocês nosso site para darem uma olhada CURADOBIA.COM.BR Ainda temos a Tempo em foco! O que acham de retomarmos contato? Aguardo vocês!",instagram_zip,inbox/tempo_17985935972788437/message_1.json,time,2025-01-21,,False,pt,1.0,"Olá! Como vão? Muito prazer, meu nome é Ana e trabalho aqui no Curadobia. Não sei se recordam, porém conversamos no primeiro semestre do ano passado (2024) sobre esse projeto da Bia Paes de Barros. Desde lá, evoluímos bastante e estamos concretizados como um marketplace em potencial crescimento. Queremos compartilhar com vocês nosso site para darem uma olhada CURADOBIA.COM.BR Ainda temos a Tempo em foco! O que acham de retomarmos contato? Aguardo vocês!",vão muit praz sei record porém convers prim semestr ano pass projet desd evoluím bast concre marketplac potenc cresc quer compartilh noss dar olh br aind tem temp foc ach retom aguard,32
2025-05-05 16:40:00.000,anelisacavalcantesoares_1554428265945243,"anelisa, acabamos de confirmar seu pedido com a marca! tudo certo, ele já está para a produção",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-05-05,,False,pt,1.0,"anelisa, acabamos de confirmar seu pedido com a marca! tudo certo, ele já está para a produção",anelis acab confirm seu ped marc cert produç,8
2024-09-26 14:34:45.834,Curadobia,Qualquer duvida pode também nos conectar pelo WhatsApp 😉,instagram_zip,inbox/mariellacarvalhoaires_1486724989389057/message_1.json,time,2024-09-26,,False,pt,1.0,Qualquer duvida pode também nos conectar pelo WhatsApp 😉,duvid pod conect whatsapp,4
2024-10-23 16:34:00.000,driguilhermino_1551938026204835,"que pena, dri! entendemos! espero que outras peças no site te encontrem💕 estamos aqui qualquer coisa! obrigada pela mensagem!",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-10-23,,False,pt,1.0,"que pena, dri! entendemos! espero que outras peças no site te encontrem💕 estamos aqui qualquer coisa! obrigada pela mensagem!",pen dri entend esper outr peç te encontr cois,9
2025-05-10 14:24:49.419,Curadobia,"Olá Priscila, td bem e vc? Acabamos de fazer alguns testes e esta funcionando normalmente. Poderia testar novamente para ver se da certo?",instagram_zip,inbox/priscillaburity_1551156166270890/message_1.json,time,2025-05-10,,False,pt,1.0,"Olá Priscila, td bem e vc? Acabamos de fazer alguns testes e esta funcionando normalmente. Poderia testar novamente para ver se da certo?",priscil td bem acab algum test funcion norm pod test nov ver cert,13
2025-05-10 10:26:00.000,emilly_17998681088788437,https://www.curadobia.com.br/lounge-39/produto/blusa-pah,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-05-10,,False,und,0.0,https://www.curadobia.com.br/lounge-39/produto/blusa-pah,http www br loung produt blus pah,7
2024-11-11 13:11:21.755,Curadobia,"Olá, Heloisa! Bom dia, tudo bem? Que bom que você gostou das peças da Bia! Vou te mandar os links das peças que você informou para que possa visualizar com mais calma e clareza todas as peças. Qualquer outra duvida ou questão, estamos à disposição! Equipe Curadobia 💕",instagram_zip,inbox/heloisathomedevasconcellos_1522573379134640/message_1.json,time,2024-11-11,,False,pt,1.0,"Olá, Heloisa! Bom dia, tudo bem? Que bom que você gostou das peças da Bia! Vou te mandar os links das peças que você informou para que possa visualizar com mais calma e clareza todas as peças. Qualquer outra duvida ou questão, estamos à disposição! Equipe Curadobia 💕",helois bem gost peç te mand link peç inform poss visual calm clar tod peç outr duvid quest dispos,19
2024-10-18 22:45:57.913,Curadobia,Para adquirir essa peça basta clicar no link da jaqueta e finalizar a compra pelo site: https://www.curadobia.com.br/nauanin/produto/jaqueta-bacanuda,instagram_zip,inbox/marileneludwig_1499274198130230/message_1.json,time,2024-10-18,,False,pt,1.0,Para adquirir essa peça basta clicar no link da jaqueta e finalizar a compra pelo site: https://www.curadobia.com.br/nauanin/produto/jaqueta-bacanuda,adquir peç bast clic jaquet final compr http www br nauanin produt jaquet bacanud,14
2024-09-04 17:55:00.000,julianacardoso_1540901883968951,"olá juliana, boa tarde! tudo bem?",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-09-04,,False,pt,1.0,"olá juliana, boa tarde! tudo bem?",juli bem,2
2024-07-19 15:43:00.000,gabrielacamposcostabarbosa_1468528951212895,"pedimos desculpas pelo ocorrido e pode ter certeza que isso servirá para aprimorarmos nosso atendimento e não deixar que situações como essa ocorram novamente. agradeço sua compreensão e nos disponibilizamos para auxiliar da melhor forma possível. sobre ter ficado um pouco grande o body, nos informe se desejar efetuar troca, que já posso agilizar junto a marca essa solicitação",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-07-19,,False,pt,1.0,"pedimos desculpas pelo ocorrido e pode ter certeza que isso servirá para aprimorarmos nosso atendimento e não deixar que situações como essa ocorram novamente. agradeço sua compreensão e nos disponibilizamos para auxiliar da melhor forma possível. sobre ter ficado um pouco grande o body, nos informe se desejar efetuar troca, que já posso agilizar junto a marca essa solicitação",ped desculp ocorr pod cert servir aprimor noss atend deix situ ocorr nov agradeç compreens disponibiliz auxili melhor form possível fic pouc grand body inform desej efetu troc poss agiliz marc solicit,32
2025-02-21 13:44:57.324,Curadobia,Logo mais te passo novas informações,instagram_zip,inbox/analepsch_1529949501731576/message_1.json,time,2025-02-21,,False,pt,1.0,Logo mais te passo novas informações,te pass nov inform,4
2025-05-06 19:04:32.671,Curadobia,"Obrigada pela presença, Silvia🤍",instagram_zip,inbox/silviapoppovic_1703967330996674/message_1.json,time,2025-05-06,,False,pt,1.0,"Obrigada pela presença, Silvia🤍",presenç silv,2
2024-10-11 16:12:00.000,juliahauck_1530657911661886,"oi, julia! tudo bem? essa é da egrey, mais antiga… estamos a poucos dias de lançar novos modelos de jeans de uma nova marca que entrará no curadobia! assim que lançarmos, te mandamos aqui😄",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-10-11,,False,pt,1.0,"oi, julia! tudo bem? essa é da egrey, mais antiga… estamos a poucos dias de lançar novos modelos de jeans de uma nova marca que entrará no curadobia! assim que lançarmos, te mandamos aqui😄",jul bem egrey antig pouc dia lanç nov model je nov marc entr assim lanç te mand,17
2025-03-12 15:00:00.000,somimimi_1616993523032137,https://www.curadobia.com.br/d-aura/produto/macacao-muderno-preto,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-03-12,,False,und,0.0,https://www.curadobia.com.br/d-aura/produto/macacao-muderno-preto,http www br aur produt macaca mudern pret,8
2025-02-19 17:48:32.342,Curadobia,qualquer dúvida sigo a disposição,instagram_zip,inbox/cristinabrito_1608499703876811/message_1.json,time,2025-02-19,,False,pt,1.0,qualquer dúvida sigo a disposição,dúv dispos,2
2024-08-02 22:23:59.973,Curadobia,"Bia, eu terminei de subir os produtos porém acho que está com um delay. Amanhã vou ver se terminou de atualizar. Na plataforma tá tudo certinho (4 categorias que criei) com todo produtos, descrição, vídeos, etc",instagram_zip,inbox/biapb_1487148742684349/message_1.json,time,2024-08-02,,False,pt,1.0,"Bia, eu terminei de subir os produtos porém acho que está com um delay. Amanhã vou ver se terminou de atualizar. Na plataforma tá tudo certinho (4 categorias que criei) com todo produtos, descrição, vídeos, etc",termin sub produt porém ach delay amanhã ver termin atual plataform tá cert categor cri tod produt descr víde etc,20
2024-08-18 16:32:41.597,Curadobia,Oie! Em breve trarei uma curadobia de bolsas por aqui tmb 😉,instagram_zip,inbox/cristinasantanamachadopiana_1513057286761108/message_1.json,time,2024-08-18,,False,pt,1.0,Oie! Em breve trarei uma curadobia de bolsas por aqui tmb 😉,oie brev tr bols tmb,5
2024-11-11 18:53:50.932,Curadobia,beleza! Qualquer coisa estamos aqui😉,instagram_zip,inbox/sheilacourte_1562904038438275/message_1.json,time,2024-11-11,,False,ca,1.0,beleza! Qualquer coisa estamos aqui😉,,0
2024-11-11 10:05:00.000,sheilacourte_1562904038438275,https://www.curadobia.com.br/olive-you/produto/macacao-cool-olive-you-u7xa,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-11-11,,False,und,0.0,https://www.curadobia.com.br/olive-you/produto/macacao-cool-olive-you-u7xa,http www br oliv you produt macaca cool oliv you,10
2025-01-15 13:01:55.647,Curadobia,"Olá, Milene! Bom dia. Como vai? Claro, estamos aqui para ajudar, qual a sua dúvida?",instagram_zip,inbox/somimimi_1616993523032137/message_1.json,time,2025-01-15,,False,pt,1.0,"Olá, Milene! Bom dia. Como vai? Claro, estamos aqui para ajudar, qual a sua dúvida?",milen vai clar ajud dúv,5
2025-05-19 10:24:00.000,danuza_1689401262458058,+55 11 97231-7025,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-05-19,,False,und,0.0,+55 11 97231-7025,,0
2024-10-23 16:26:23.929,Curadobia,"Olá, Ana! Boa tarde! Tudo bem? Estamos entrando em contato porque identificamos que há um tempo você demonstrou interesse nos sapatos da Bia, que apareceram em um dos nossos reels! Agora eles estão disponíveis no site do Curadobia! 😍😍 segue o link: https://www.curadobia.com.br/produtos/buscar?search=Paula+ferber Obrigada por nos acompanhar, Ana! Qualquer dúvida, estamos à disposição! Equipe Curadobia 💕",instagram_zip,inbox/analepsch_1529949501731576/message_1.json,time,2024-10-23,,False,pt,1.0,"Olá, Ana! Boa tarde! Tudo bem? Estamos entrando em contato porque identificamos que há um tempo você demonstrou interesse nos sapatos da Bia, que apareceram em um dos nossos reels! Agora eles estão disponíveis no site do Curadobia! 😍😍 segue o link: https://www.curadobia.com.br/produtos/buscar?search=Paula+ferber Obrigada por nos acompanhar, Ana! Qualquer dúvida, estamos à disposição! Equipe Curadobia 💕",bem entr identific há temp demonstr inter sapat aparec noss reel agor dispon seg http www br produt busc search paul ferb acompanh dúv dispos,25
2025-03-14 14:16:00.000,patriciadiasfernandes_1574554687269048,https://www.curadobia.com.br/d-aura/produto/calca-tech-d-aura,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-03-14,,False,und,0.0,https://www.curadobia.com.br/d-aura/produto/calca-tech-d-aura,http www br aur produt calc tech aur,8
2024-10-23 12:47:00.000,katiavaccaro_1634617797930218,"olá, katia! tudo bem?",instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-10-23,,False,sk,1.0,"olá, katia! tudo bem?",,0
2024-08-08 09:32:00.000,danycavalcanti_1481723446558270,nós seguimos acompanhando todo o processo até sua finalização,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2024-08-08,,False,pt,1.0,nós seguimos acompanhando todo o processo até sua finalização,segu acompanh tod process final,5
2025-05-07 10:52:00.000,ooi_1676154893785804,valor: 890,instagram_csv,Consolidação das mensagens do INSTAGRAM.csv,time,2025-05-07,,False,nl,1.0,valor: 890,,0
