texto,intent
"deu certo, sim. obrigada",agradecimento
adorei! como funciona ?🤩,outros
"oi ana boa tarde! obrigada pelo contato. sim, estou interessada. tentei comprar após a mensagem da bia mas ainda estava indisponível",saudacao
"ótimo, me avise por favor. um abraço e obrigada",agradecimento
"visto g, qual tamanho seria? quais cores tem? tem a calça tb?",duvida_tamanho
uauuu ameiii! linda saia!,outros
❤️,outros
olá! esse conjunto ainda não está disponvel no site de vcs né ? poderia me dizer se onde é?,saudacao
😍,outros
olá. tentei fazer uma compra e após entrar com os dados do cartão e senha vem a seguinte tela,outros
fiz o processo 2x será q cobrou 2x?,outros
ahh reptilia adoro,outros
😍,outros
qual a marca do tenis?,outros
"oii, bia! tudo bem? por favor, de onde é essa calça? yes i am? procurei aqui no feed e não encontrei… obrigada!",saudacao
legal mto obrigada 💚,agradecimento
obrigada!,agradecimento
"olá! bom dia! me chamo anelisa e gostaria de confirmar se meu pedido foi realizado. não sei se esse é o canal mais adequado para essa solicitação, mas como não achei no site um campo para falar com vocês, decidi vir aqui. fiz essa compra ontem pelo site e logo depois de finalizar, apareceu uma mensagem dizendo que o pagamento não estava confirmado. no entanto no site diz que o pagamento foi efetuado e não recebi nenhuma mensagem do banco dizendo que o pagamento foi negado. além disso também não recebi um e-mail com os dados do pedido. muito obrigada desde já!",saudacao
"oi, ana! tudo e você? beleza, obrigada!",saudacao
essa tshirt vai estar no evento? namoro tanto ela,outros
isso é curadobia hein!,outros
"ahh pena! mas na hora certa, vai dar!",outros
bia! será que a tshirt angela motta branca com uma manga bafônica vai ter amanhã? preciso dela,disponibilidade
obaaa!❤️❤️❤️,outros
eba!,outros
muito obrigada pelo retorno!,agradecimento
endereço,outros
"adorei, obrigada vcs!",agradecimento
chico neto cd maré mar whatsapp 11965621065 http://palcomp3.com/chiconetodaparaiba/,onde_comprar
sua camisa é linda,outros
lindo o evento! amei,agradecimento
"oi, quanto custa a blusa modernosa? tem gg ?",preco_pagamento
👏,outros
🥰,outros
😍,outros
qual o endereço???,outros
👏,outros
😍,outros
foi só hoje ou vai ficar mais tempo?,outros
essa gladiadora!! qual o número? tem 37??,disponibilidade
e tem ela preta?,disponibilidade
"eu quero sim, mas vc poderia me enviar a foto do modelo só pra eu confirmar",outros
"vou querer a 46, qual é sua chave pix?",preco_pagamento
yes!!,outros
37?? não creio,outros
tô de olho faz tempooo,outros
"tá ótimo, obrigada",agradecimento
certo. qual o link da compra?,outros
maravilha,outros
obrigada ana!!,agradecimento
compra realizada,outros
eu não recebi email confirmando a compra...,outros
"gostei do conjunto, mas não vi no site",outros
🥰,outros
foi muito legal,outros
eu adorei !! ja usei minha saia hj,outros
❤️❤️❤️❤️❤️,outros
vamos pensar no q podemos fazer juntas🌺🌺,outros
olá,saudacao
como eu poderia rastrear minha compra?,prazo_entrega
bom dia,saudacao
por onde posso acompanhar o envio da minha compra?,outros
obrigada,agradecimento
"oi tudo bem? está com algum problema no site para pagar com cartão de crédito, o código cvv some",preco_pagamento
oiiii tudo bem?,saudacao
quanto tá essa blusa?,outros
obrigada,agradecimento
ok. obrigada 😊,agradecimento
olá algum cupom de desconto na primeira compra?,preco_pagamento
oi! tudo certinho por aí? 💚 somos a ēcru e trabalhamos com embalagens sustentáveis e personalizáveis feitas em algodão cru! nossos principais produtos são: 💚 necessaire 💚 saquinhos 💚 ecobags nos identificamos muito com a sua empresa e adoraríamos te apresentar nosso catálogo! posso te enviar mais informações pelo e-mail ou whatsapp? ah! também aceitamos propostas de orçamento ou cobrimos valores de outros fornecedores!,onde_comprar
olá! como tirar dúvidas de tamanho da peça?,duvida_tamanho
"boa tarde. estava previsto pra chegar hoje minha encomenda, porém nada foi entregue",saudacao
"vc poderia checar se houve algum problema com os correios de são paulo, pois nem chegou no correio de curitiba",outros
quero comprar mas preciso saber se ela calça certinho o número do calço o número 35. devo comprar o mesmo?,outros
parece que o contato por aqui não é satisfatório...,outros
oie!! essa calça vai ter reposição na curadoria?,disponibilidade
vc teria alguma informação sobre a minha encomenda?,outros
"oie!!! são lindas... porém aquele modelo foi o que mais me agradou...mas tranquilo, super obrigada pela atenção",saudacao
Bom dia. Gostei da calça. Vai ter no site? Obrigada,saudacao
"Oi tudo bem? Está com algum problema no site para pagar com cartão de crédito, o código cvv some",preco_pagamento
Que lindoo😍,outros
Qual tamanho?,duvida_tamanho
Reagiu com 👍🏿 à sua mensagem,outros
Cadê? Quero,outros
"Obrigada pelo retorno, as peças são incríveis! É que me apaixonei por essa calça, então foi ela que me prendeu o olhar! 😉☺️",agradecimento
"Oi Time da Curadobia tudo bem? Sou Joana, sigo o perfil e amo! Tem uma calça que vi numa propaganda, que me apaixonei, mas não encontrei no site. Queria saber de onde ela é, por favor. Se puderem, vocês me contam? Super obrigada! Bj",disponibilidade
👏,outros
Adorei! Como funciona ?🤩,outros
Tô chegando!,outros
Tutu. Meu filho é Tutu. Arthur kkkk,outros
Tem cupom de desconto primeira compra?,preco_pagamento
Olá!! Como vai funcionar? Onde vai ser? Obrigada!!,saudacao
De onde é esse Macacão maravilhoso!!! Amo ❤️,agradecimento
Qual o preço?,preco_pagamento
Que calça maravilhosa,agradecimento
Lindas !!,outros
Reagiu com 👍 à sua mensagem,outros
É acolchoada ?,outros
Obrigada !!,agradecimento
Essa sandália calça certo ?Calço 36 .Será que preciso comprar 37 ?,duvida_tamanho
Vocês irao vender Oysho????,outros
😍,outros
Oi BIA. Sou Erika dos @brincosdiferentes. Gostaria de saber como você trabalha em relação a promoção de produtos. Meus brincos são autorais e os fabrico a 39 anos. A produção é 100% nacional. Fabricamos desde a liga do metal até o banho de ouro 18k. Nossos brincos são todos bordados a mão com um finíssimo arame de cobre e depois banhado a ouro. Espero seu contato. Obrigada.,saudacao
Ola! Muitíssimo obrigada 💋,saudacao
"Olá, Tudo bem? Entre em contato com nosso comercial, 085987859507",saudacao
"Olá, eu encontro as medidas no site?",duvida_tamanho
"Olá, quanto custa a pantalona?",preco_pagamento
"Oiii boa tarde , Me chamo Talita e sou figurinista na emissora CNBC @cnbc licenciada pela @otimesbrasil , uma emissora nova que transmite jornalismo de negócios e é lider mundial no seu segmento. Temos no nosso elenco grandes nomes do jornalismo incluido Carol Barcellos , Rita Wu, Erica Reis , Christiane Pelajo , Zeca Camargo, Natalia Ariade estou apenas dando um exemplo do time de peso que faz parte da emissora. As meninas são a cara da marca, elas postam , marcam o @, tem o manequim otimo e sao mega fotogênicas. Podemos alinhar a produção , me ajudem rs vai ser uma parceria incrivel ! um beijo e aguardo retorno",disponibilidade
Gostaria a camisa branca tamanho M. É possível?,duvida_tamanho
Mto obrigada msm,agradecimento
"Sim! A Carol entrou em contato comigo! Uma fofa , super atenciosa",outros
Oiee! Bom dia,saudacao
Mto obrigada pelo retorno,agradecimento
Oie,saudacao
Conseguem me ajudar por aqui?,agradecimento
"Sobre a troca da calça que comprei (quero trocar por um tamanho menor). Recebi um e-mail de vcs no dia 29/08/24 , respondi mas, dps disso não tive mais retorno",troca_devolucao
Td bem?,outros
Olá bom dia,saudacao
Como é o processo da troca?,troca_devolucao
"Mas, ficou grande😫",troca_devolucao
Meu pedido chegou hj!!,outros
Olá!!,saudacao
Eu queria usar nas fotos que irei fazer amanhã,outros
Aiiiin que pena,outros
Vc consegue rastrear o meu pedido?,prazo_entrega
E ainda não chegou,outros
Eu comprei a calça pantalona branca no dia 13/08,disponibilidade
"Olá , bom dia",saudacao
Olá,saudacao
Preciso de uma ajudinha com o meu pedido,outros
"Olá, boa tarde",saudacao
Ainda hj vou efetuar a compra da calça,outros
Mto obrigada,agradecimento
Ahhh maravilha,outros
"Caso não fique com, como funciona a troca?",troca_devolucao
Bom dia,saudacao
Oieee,saudacao
Maravilha!,outros
Gostaria de saber o tamanho da cintura dessa calça no tamanho M,duvida_tamanho
"Olá, boa noite",saudacao
Lindíssima,outros
😍,outros
Obrigada! Eu aviso sim!! Gostei bastante! Vou levar para a cliente.,agradecimento
Oii,saudacao
Olá! Muito obrigada!! Vou ver em breve!!,saudacao
"Olá! Bom dia! Roupas lindas aqui! Mas não encontrei muitas opções de tamanhos maiores. É isso mesmo? Tenho uma cliente que se enquadraria perfeita nesse estilo mais contemporâneo, mas é um tamanho G, GG. 44/46. Poderiam me sugerir algumas opções?",duvida_tamanho
Qual foi a mensagem?,outros
Este é meu WhatsApp…,onde_comprar
Ola!,saudacao
Muito obrigada!,agradecimento
Email: adrianaleitecarvalho@gmail.com,outros
Meu tel 21 99245-3454,outros
Alguém poderia entrar em contato comigo por e-mail ou WhatsApp? O site de vcs parece que está com problemas. Não funciona direito não.,onde_comprar
Fiz uma compra de um casaco com vcs e não vestiu bem. Gostaria de trocar por uma calça fresquinha tamanho M.,troca_devolucao
"Olá Curadobia, tudo bem? Agradecemos o interesse pela marca. Para garantir que você receba a atenção e cuidado adequados, pedimos a gentileza de encaminhar mais informações como contatos, rede social e portfólio para mkt.conteudo@escuderoonline.com.br. Nossa equipe de marketing é especializada nesse assunto. Dessa forma, tenho certeza de que eles avaliarão e, se houver interesse, entrarão em contato prontamente. Fique à vontade para entrar em contato caso tenha alguma dúvida. Estamos aqui para ajudar.",saudacao
Reagiu com 👍 à sua mensagem,outros
"Amoooo suas rasteiras, não são da sua Lj, mas poderia indicar aonde têm aquela custo benefício?",disponibilidade
"Bia, td bom? Não estou conseguindo finalizar a compra da ""regata podrinha"". Coloquei os dados do cartão e no campo CVV eu ponho os números mas o sistema ignora que eu coloquei. Tentei várias vezes, acho que está com problema…",preco_pagamento
🔥,outros
👏,outros
Olá! Tudo bem? Tem cupom para 1a compra?,cupom_primeira
Muito obrigada!! Tenham um bom fim de semana!,agradecimento
Você poderia me passar o contato dos responsáveis?!,outros
"Somos uma produtora de áudio visual, e achamos que seria interessante apresentar o nosso trabalho e portifólio!",outros
Tudo bem também!!,outros
"Oii, tudo bem??",saudacao
Sua camisa é linda,outros
Quero comprar mas preciso saber se ela calça certinho o número do calço o número 35. Devo comprar o mesmo?,outros
E a blusa?,outros
E a calça é de onde?,outros
"Muito obrigada, legal que sou do mesmo tamanho que ela!",duvida_tamanho
Gostaria de saber qual a altura e medidas da Bia pra entender melhor o tamanho de referência.,duvida_tamanho
😍,outros
"Oi Ana a Marcia Fonseca esta em contato com vc, ne? Vamos conversar sim, a Fernanda tem mto interesse",disponibilidade
Maravilha 🙌🏼,outros
Ops é a blusa Pah,outros
Obrigada,agradecimento
Mas gostaria de experimentar antes de comprar. É possível? Meu cel (11) 99904-7575,outros
Eu amei a blusa branca Tcharam 🥰,disponibilidade
Olá! Bom dia,saudacao
Ibaaaa,outros
Obrigada! Beijinhos,agradecimento
"Oi Bia, tudo bem? Adorei a @curadabia, (o nome ficou demais), e claro ja fui olhar as peças! Não localizei tabela de medidas! Porem, pelo tamanho das peças que vc veste o G provavelmente não vai caber em mim! Uso 46/48, a depender da confecção! Pense com carinho em fazer uma curadoria para tamanhos normais! Desejo muito sucesso nessa nova empreitada! Que Deus te abençoe! Bjos!",duvida_tamanho
Obrigada,agradecimento
Quanto tá essa blusa?,outros
Oiiii tudo bem?,saudacao
Oba! ❤️,outros
"Olá, fiz uma compra com vocês. Tudo certo?",saudacao
😍,outros
Olá! Tudo bem? Teria um contato do responsável da marca ou comercial para falarmos? Obrigada Carol 🤍,saudacao
😍,outros
De onde é a sandália linda?,outros
Oi! Tudo certinho por aí? 💚 Somos a ĒCRU e trabalhamos com embalagens sustentáveis e personalizáveis feitas em algodão cru! Nossos principais produtos são: 💚 Necessaire 💚 Saquinhos 💚 Ecobags Nos identificamos muito com a sua empresa e adoraríamos te apresentar nosso catálogo! Posso te enviar mais informações pelo e-mail ou Whatsapp? Ah! Também aceitamos propostas de orçamento ou cobrimos valores de outros fornecedores!,onde_comprar
😍,outros
😍,outros
👏,outros
😍,outros
Que roupa bonita,outros
😍,outros
❤️,outros
"Olá, tudo bem?! Meu nome é Leonardo, trabalho na importadora @Lulitex_textil @lulitexfashion Vi o instagram da marca e vocês tem o perfil Lulitex, muito sofisticação e bom gosto. Trabalhamos com pronta entrega e importação de tecidos exclusivos de acordo com a demanda do cliente. Nosso showroom tem um acervo enorme. Será um prazer recebe-los em uma visita. Poderia me passar o contato do estilo ou compras? Desde já agradeço a atenção. Att, Leonardo José E-mail: leonardo@lulitex.com.br PABX: +55 11 2105 1541 WHATSAPP: 11 9.9600-2547 www.lulitex.com.br",prazo_entrega
Adorei a dica!,outros
Adorei!!!! 😘😘🌷,outros
"Bom dia tudo bem? Então eu tenho mito daqueles vestidos , com estampas, e alguns até são estampas geométricas e todas as opções possíveis . Como posso fazer que não fiquem parecendo quando usar aquelas roupas que não tem nada haver comigo . Eu estou em uma fase de camisa, calça jeans bem moderna . E roupas mais discretas . Mas é esses vestido como usar ?",disponibilidade
Ameiiiiiiii,outros
😍,outros
👏,outros
🥰,outros
Poxa… que pena… quando tiverem me avise por favor,outros
Bom dia … obrigada 🙏🏻,saudacao
Não tem mais numeração 37,duvida_tamanho
"Oi Ana, obrigada pela resposta! Bom, eu vou continuar na torcida pra esse frete internacional se materializar um dia desses pq a gente quer comprar essas coisas lindas e usar logo, né? … infelizmente com o preço do dólar não tenho recebido as amigas aqui tão frequentemente mas é uma boa ideia também - obrigada!!!!",prazo_entrega
"Bia, você acaba comigo com tantas coisas lindas do curadobia!!! Queria muito que tivesse frete internacional ( Canadá) eu fico aqui babando!!!! 😍",prazo_entrega
"Tá ótimo, obrigada",agradecimento
"Vou querer a 46, qual é sua chave pix?",preco_pagamento
"Oi, quanto custa a blusa modernosa? Tem GG ?",preco_pagamento
"Certo, obrigada !!! O prazo de entrega são 19 dias mesmo ?",prazo_entrega
"Olá vcs tem uma tabela de medidas para essa calça , amei e gostaria de escolher o tamanho certo visto 40 e tenho 1.05 de quadril , então não tenho certeza do p ou m Poderiam me ajudar ? No aguardo Grata Adriana Baggio",duvida_tamanho
"Bom Dia Gostei muito de uma calça mais gostaria de ter informações dos tamanhos , se te tabela de medidas , Como faço para saber , poderiam me Ajudar ? No aguardo Grata Adriana Baggio",duvida_tamanho
Bia gosto muito das suas bolsas . Poderia passar umas dicas ?? Não encontrei no seu site …,outros
Uhuu,outros
"Oiee tudo bem? Amei a bota, tem curadoria dela? Bjos",disponibilidade
Obrigada,agradecimento
Nao sei se ficaria legal p quem esta um.pouco acima do peso,duvida_tamanho
Gosto muito dos looks mas percebo que ha muito jogo c volumes,pedido_sugestao
Oiee,saudacao
😁😁,outros
❤️❤️,outros
"Olá!! Tudo bem? Estou APAIXONADA por essa jaqueta bacanuda da foto. O preço de 546, pula pra setecentos e tanto na hora de comprar. É isso mesmo? Entra um valor de comissão na hora da compra?",preco_pagamento
Você é linda e de uma delicadeza admirável,outros
"Adorei, obrigada vcs!",agradecimento
😍,outros
993811193,outros
11,outros
Pode me chamar novamente por favor?,outros
Oi,saudacao
Muito obrigada,agradecimento
Bom dia. Comprei esta blusa mas a parte que passa encima do ombro está solta. É assim mesmo? Podemos falar para eu entender melhor? Obrigada. Meu cel 983389576,saudacao
Obaaa!❤️❤️❤️,outros
Bia! Será que a tshirt Angela Motta branca com uma manga bafônica vai ter amanhã? Preciso dela,disponibilidade
"Ahh pena! Mas na hora certa, vai dar!",outros
Isso é Curadobia hein!,outros
Essa tshirt vai estar no evento? Namoro tanto ela,outros
Uma coisa de lindo!,outros
😍,outros
Olá tudo bem Ana e vc? Que bacana… Vou passar o WhatsApp da Maiá pode falar com ela por gentileza! 11-983268095,onde_comprar
tenho interesse nessa jaqueta,outros
Vou amanhã. Obrigada,agradecimento
Acha melhor pegar maior?,outros
Lindaaaa,outros
Oii comprei a bico fino. O dedo fica um pouquinho de lado pra fora né? Mas super confortável,duvida_tamanho
Não tenho nada da Paula Ferber. A numeração é normal a forma?,duvida_tamanho
Legal. Obrigada,agradecimento
Eu amei a que tem a ponta. Duvida. Tem que ter tornozelo fino? Obrigada,disponibilidade
https://www.instagram.com/ac.gromann?igsh=MWE4dTZiY2IzeTAxNw==,onde_comprar
https://www.instagram.com/numerodez.numerodez/profilecard/,onde_comprar
https://www.instagram.com/luiseramirezbrand/profilecard/,onde_comprar
https://www.instagram.com/wendyelborin/profilecard/,onde_comprar
https://www.instagram.com/giom.ei/profilecard/,onde_comprar
https://www.instagram.com/voceamara/profilecard/,onde_comprar
https://www.instagram.com/durgashop/profilecard/,onde_comprar
https://www.instagram.com/_nata.oficial/profilecard/,onde_comprar
https://www.instagram.com/___lourie___/profilecard/,onde_comprar
Caraca muito!,outros
https://www.instagram.com/minimadeia/profilecard/,onde_comprar
https://www.instagram.com/usemyk/profilecard/,onde_comprar
https://www.instagram.com/agola__/profilecard/,onde_comprar
https://www.instagram.com/tatho.brasil/profilecard/,onde_comprar
https://www.instagram.com/_nata.oficial?igsh=N204dXp5bzN6azBz,onde_comprar
😍 body MyBasic,outros
😍,outros
Obrigada,agradecimento
Onde posso comprar?,outros
"Ola pessoal ! Tudo bem?! Sou a Lalá Cunha (@laisfcunha) e vim contar um pouco sobre o @coracora_studio Estamos em SP e fazemos fotografia, vídeos em formato reels, direção de arte e styling para marcas, de acordo com a sua necessidade. Fazemos trabalhos exclusivos para as marcas e, em breve (final de março) também faremos o nosso próximo SHOOTING COLLAB, uma diária criada para incluir várias marcas que têm produtos a serem fotografados, necessitam de um material de qualidade, mas que não querem ter um alto valor de investimento nisso. O proximo collab será em uma locação linda e as modelos foram escolhidas à dedo, e acho que combina muito com a marca de voces. Abaixo mando mais infos. Vamos conversar sobre essas possibilidades? Fico aqui a disposição Abraços, Lalá 11 972686892",preco_pagamento
"As duas camisas, o body, a calça e o colar. Eu visto P.",duvida_tamanho
"Olá, tudo bem? Seriam essas peças:",saudacao
"Olá! Sua curadoria, projeto editorial e gráfico, são incríveis. Parabéns! Mas sua plataforma de e-commerce não funciona bem, estou desde ontem tentando fazer compras, mas páginas não carregam, carrinhos esvaziam. Muito difícil!",saudacao
Preço?,preco_pagamento
"Obrigada pelo retorno! Namoro o modelo gladiador, me lembro dele, mas quando fui procurar, já não tinha mais 😐",agradecimento
E esses sapatos incríveis? Teremos a chance de tê-los? Rs,outros
Já tô seguindo 👊🏻,outros
Esse é o fechado,outros
"Link da calça, por gentileza",outros
Bom dia! Ontem tive o prazer de conhecer vc ao vivo! Eu estava no Mil Plantas! Vc e lindíssima! ❤️,saudacao
Obrigada pelo convite! Adorei a minha sandalia nova! ♥️,agradecimento
Pode,outros
Sim,outros
Eu não recebi a confirmação dessa compra,outros
Oi,saudacao
Volta pro estoque?,disponibilidade
A regata arrumadona M,duvida_tamanho
Oi!,saudacao
E a regata arrumadona?,outros
A regata chiquetosa vai voltar pro estoque?,disponibilidade
O site está passando por problemas?,outros
😍,outros
Vcs tem desconto para primeira compra?,preco_pagamento
Muito obrigada pelos esclarecimentos,agradecimento
Eh isso mesmo?,outros
"Fui olhar para comprar o tamanho 1 dessa calça, porém a largura da cintura e do quadril eh a mesma - 98",duvida_tamanho
Foi só hoje ou vai ficar mais tempo?,outros
Ola boa tarde tudo bem? Tenho uma confecção trabalho com tecido plano e malha faço todo desenvolvimento da peça começando da peça piloto e entrego a produção passada e embalada caso tenha interesse meu número é 11948549084 Obrigada,saudacao
Adoro…!,outros
Obrigada ;) Enviarei!,agradecimento
Obrigada pelo retorno,agradecimento
Como posso fazer essa apresentacao?,outros
Bom dia!,saudacao
Ambos :),outros
"Olá Bia! Te vi no post da teti gio Amei o seu perfil Eu tenho uma marca de joias autorais, com design minimalista e ouro sustentável Adoraria te apresentar @eunoyah_jewelry Também gostaria de conversar sobre divulgacao, se houver interesse, claro :) Muito obrigada Um abraço Evelyn",saudacao
Olá Algum cupom de desconto na primeira compra?,preco_pagamento
Bem e vc Ana!! Muito obrigada,agradecimento
Que lindo tudo!,outros
Por nada!,outros
entrar em contato com a Luciana nossa gerente comercial no email gerencia@elisaatheniense.com.br,outros
Bom dia,saudacao
"Bia, Tudo bem? Tenho uma festa bem legal e o traje é black and white. Pensei na blusa Pah, mas queria saber se o tecido fica vistoso e se você recomenda alguma calça mais festa para combinar. Beijos Julie",duvida_tamanho
Muito obrigada pelo retorno!,agradecimento
Eba!,outros
"Oi, Ana! Tudo e você? Beleza, obrigada!",saudacao
"Olá! Bom dia! Me chamo Anelisa e gostaria de confirmar se meu pedido foi realizado. Não sei se esse é o canal mais adequado para essa solicitação, mas como não achei no site um campo para falar com vocês, decidi vir aqui. Fiz essa compra ontem pelo site e logo depois de finalizar, apareceu uma mensagem dizendo que o pagamento não estava confirmado. No entanto no site diz que o pagamento foi efetuado e não recebi nenhuma mensagem do banco dizendo que o pagamento foi negado. Além disso também não recebi um e-mail com os dados do pedido. Muito obrigada desde já!",saudacao
😍,outros
Já vi e amei!! Esperando a virada do cartao pra perder os juízo!,preco_pagamento
Gosto da calça assim mais curta! Visto entre 38-40 (quadril 95),duvida_tamanho
Bia! Esse seu Curadobia está um arraso! Muito tentador. Parabéns pelo projeto. Uma dúvida: qual a sua altura? Estou interessadíssima nessa calça mas sou baixa (160cm) e geralmente tenho que fazer a barras das calças - o que não é muito fácil com essa… 😅 Obrigada,agradecimento
Obrigada!,agradecimento
"Bom dia! Gostaria de adquirir essa calça, mas não está mais disponível. Podem me ajudar? Obrigada",disponibilidade
Já respondi! Sim no wzap,outros
Reagiu com 👍 à sua mensagem,outros
"Eu sugiro q vcs verifiquem melhor as parcerias de fornecedores, pois não comprarei mais nesta Curadoria! Infelizmente, gosto mto do trabalho da Bia… mas assim inviabiliza!",outros
Até agora nada!,despedida
Como proceder p troca?,troca_devolucao
Ficou enorme,duvida_tamanho
P,duvida_tamanho
Adquiri uma máxi pantalona Valéria mansur,outros
Oi boa tarde,saudacao
😍,outros
Vamos pensar no q podemos fazer juntas🌺🌺,outros
❤️❤️❤️❤️❤️,outros
Eu adorei !! Ja usei minha saia hj,outros
Foi muito legal,outros
Onde e a loja?,onde_comprar
Vai ter reposição dessa calça?,disponibilidade
Tudo bem também. Que pena 😕 Eu queria exatamente o verde! 😩,outros
"Boa tarde, pessoal! Tudo bem? Estava namorando um macacão verde no site da marca D-aura, porém não localizei mais 😕. Saiu de coleção? Não terá reposição? Aguardo. Obrigada Milene",disponibilidade
Perfeito,agradecimento
Outra dúvida é sobre o tom certinho dessa jaqueta. No site achei que estava num tom diferente dos stories,outros
Joia,outros
"Posso trocar, caso eu experimente e prefira uma maior?",troca_devolucao
"Na verdade eu já assisti ao vídeo do casaco no site Curadobia várias vezes para tentar chegar a essa conclusão, mas não consegui",outros
Vou olhar,outros
Não rsrs,outros
36 ou 38,duvida_tamanho
Eu costumo usar P ou PP se a confecção é grande,duvida_tamanho
Porém na dúvida do melhor tamanho,duvida_tamanho
Estou de olho nessa peça aqui 👇🏻,outros
Tudo bem e vocês?,outros
"Oi, pessoal. Tudo bem? Estou com dúvida sobre numeração de uma peça de vocês. Aguardo retorno, obrigada! Milene",duvida_tamanho
Perfeito! Fico no aguardo! Abraço,agradecimento
"Oi pessoal! Tudo bem? Acredito que essa calça tenha esgotado, certo? Vai ter reposição dela? Aguardo retorno! Obrigada, Milene",disponibilidade
Vou seguir.,outros
Linda gladiadora!,outros
"Queria ver sua sapateira pq tudo é lindíssimo, mas seus sapatos são escolhidos a dedo, tudo a ver com vc sempre… esse é da laiá né?",outros
😍,outros
👏,outros
11-991428141,outros
Funciona,outros
stellathomazbastos@gmail.com,outros
Boa tarde! Tudo ótimo! Segunda à tarde em qualquer horário.,saudacao
"Olá, gente! Bom dia! Acabei de ver o post da Bia sobre camisas. Somos uma pequena alfaiataria e camisaria é o core da nossa criação. Gostaria muito de apresentar nosso produto pra vocês. Se vocês acharem conveniente, por favor, indiquem a melhor forma de contato. Abraço, Stella",saudacao
Reagiu com 🖤 à sua mensagem,outros
"olá, tudo bem e com vcs ? vi que vcs enviaram um e-mail para nós, vou responder vcs por lá, ok? um beijo e muito obrigada pelo contato <3",saudacao
"Aaaah, perdi! Quando vai ter offline de novo?",outros
"A jaqueta branca. Uma pena eu não conseguir comprar por problemas técnicos, uma experiência de consumidor mto ruim",disponibilidade
Deu certo mas a peça que eu queria acabou…,outros
Ola! Por favor algum retorno?,saudacao
Obrigada,agradecimento
Ola! Estou tentando finalizar uma compra mas aparece o seguinte erro,outros
Obrigada!,agradecimento
Olá! Por favor vcs tem desconto para a primeira compra? Obrigada!,preco_pagamento
"Ok, muito obrigada 😊",agradecimento
"Eu quero comprar esses acessórios, como faço?",outros
😍,outros
Vamos marcar ☺️,outros
Sim,outros
Pode ser?,outros
Aí entro em contato vocês,outros
Agora estou organizando as coisas,outros
Em março eu vou produzir reposição e cores novas de tudo,disponibilidade
Tudo bem?,outros
Ei Ana,outros
Aguardo ansiosa pelos seus pisantes na curadobia,outros
"Os brincos argola frontal, não sei o nome da peça kkk",outros
Gostei da corrente dourada também.,outros
Macacões com mangas,outros
"Boa tarde, me interessei pelos macacões, com zíper mostrados pela Bia.",saudacao
Comprei a jaqueta 😻,outros
Chico Neto CD Maré Mar WhatsApp 11965621065 http://palcomp3.com/chiconetodaparaiba/,onde_comprar
Amando ♥️♥️♥️,outros
Já comprei 3 peças da curadobia,outros
Que honra 😍😍😍,outros
Linda essa blusa,outros
"Deu certo, sim. Obrigada",agradecimento
"Perfeito, Ana. Obrigada pelo retorno. 😊",agradecimento
"Olá, td bem? Fiz uma compra com vc e recebi apenas o tricot. Vc pode me ajudar ? Muito obrigada desde já !",saudacao
👏,outros
"Muito obrigada, elas entraram em contato comigo. Realmente a sandália é linda , mas infelizmente fico um pouco fora $$$ pra mim !",agradecimento
Chama no mkt@gammba.com,outros
Oie,saudacao
"Gostei do conjunto, mas não vi no site",outros
🥰,outros
Obrigada!,agradecimento
"Oii, Bia! Tudo bem? Por favor, de onde é essa calça? Yes I am? Procurei aqui no feed e não encontrei… obrigada!",saudacao
Legal mto obrigada 💚,agradecimento
Qual a marca do tenis?,outros
Na torcida ❤️,outros
"Olá! Onde encontro os sapatos? Este e as gladiadoras, especialmente.",saudacao
11 99635.2663,outros
Vocês tem loja física?,disponibilidade
Vou olhar aqui meu anti virus.. Pq ele bloqueia o curadobia... Veja:,outros
Oii O site Curadobia está fora do ar?? Fui visitar através dos link da Bio e não funcionou ... bjs,saudacao
Fiz o processo 2x Será q cobrou 2x?,outros
Olá. Tentei fazer uma compra e após entrar com os dados do cartão e senha vem a seguinte tela,outros
"Visto G, qual tamanho seria? Quais cores tem? Tem a calça tb?",duvida_tamanho
😮,outros
👏,outros
👏,outros
👏,outros
Lindo o evento! Amei,agradecimento
"Sim, obrigada",agradecimento
Boa tarde! A jaqueta off da Nauanim voltou?,saudacao
Experimentei essa jaqueta. Maravilhosa,agradecimento
"Precisei sair correndo por um problema com minha filha, que ja esta bem! Mas nem consegui me despedir! Obrigada queridas pelo convite!!!",agradecimento
"Olá, sou o gerente de vendas da PG Game Platform. Quero falar com você sobre parcerias. Nossa plataforma foi licenciada conjuntamente pelo governo federal brasileiro e pelo governo de Curaçao em outubro. Você pode se juntar a nós e lhe daremos altas comissões. Entre em contato comigo pelo WhatsApp: +13434802605",onde_comprar
"E eu, como estou na praia, torcendo para não baixar!!!!!🤣🤣🤣",outros
A calça ficou sobrando muito atrás.,duvida_tamanho
Acabei de comprar um conjunto. Se não servir posso trocar? Pelo seu cep deve ser perto da minha casa. O meu 04531-020,troca_devolucao
"Oieee, obrigada de verdade 💖",saudacao
