texto,intent
"ola pessoal ! tudo bem?! sou a lalá cunha (@laisfcunha) e vim contar um pouco sobre o @coracora_studio estamos em sp e fazemos fotografia, vídeos em formato reels, direção de arte e styling para marcas, de acordo com a sua necessidade. fazemos trabalhos exclusivos para as marcas e, em breve (final de março) também faremos o nosso próximo shooting collab, uma diária criada para incluir várias marcas que têm produtos a serem fotografados, necessitam de um material de qualidade, mas que não querem ter um alto valor de investimento nisso. o proximo collab será em uma locação linda e as modelos foram escolhidas à dedo, e acho que combina muito com a marca de voces. abaixo mando mais infos. vamos conversar sobre essas possibilidades? fico aqui a disposição abraços, lalá 11 972686892",preco_pagamento
em março eu vou produzir reposição e cores novas de tudo,disponibilidade
"Ótimo, me avise por favor. Um abraço e obrigada",agradecimento
https://www.instagram.com/agola__/profilecard/,onde_comprar
sua camisa é linda,outros
👏,outros
"Bia, Tudo bem? Tenho uma festa bem legal e o traje é black and white. Pensei na blusa Pah, mas queria saber se o tecido fica vistoso e se você recomenda alguma calça mais festa para combinar. Beijos Julie",duvida_tamanho
https://www.instagram.com/___lourie___/profilecard/,onde_comprar
tem cupom de desconto primeira compra?,preco_pagamento
já comprei 3 peças da curadobia,outros
outra dúvida é sobre o tom certinho dessa jaqueta. no site achei que estava num tom diferente dos stories,outros
olá,saudacao
"certo, obrigada !!! o prazo de entrega são 19 dias mesmo ?",prazo_entrega
yes!!,outros
De onde é esse Macacão maravilhoso!!! Amo ❤️,agradecimento
reagiu com 😢 à sua mensagem,outros
https://www.instagram.com/ac.gromann?igsh=MWE4dTZiY2IzeTAxNw==,onde_comprar
Vcs tem desconto para primeira compra?,preco_pagamento
Olá! Tudo bem? Teria um contato do responsável da marca ou comercial para falarmos? Obrigada Carol 🤍,saudacao
Macacões com mangas,outros
Chegou,outros
"A jaqueta branca. Uma pena eu não conseguir comprar por problemas técnicos, uma experiência de consumidor mto ruim",disponibilidade
"eu sugiro q vcs verifiquem melhor as parcerias de fornecedores, pois não comprarei mais nesta curadoria! infelizmente, gosto mto do trabalho da bia… mas assim inviabiliza!",outros
"Acho ótimo. Pode ser segunda 29 na parte da tarde. Estamos com 4horas de fuso, qual horário seria bom pra vc?",outros
adquiri uma máxi pantalona valéria mansur,outros
"muito obrigada, legal que sou do mesmo tamanho que ela!",duvida_tamanho
😍,outros
Gostei da corrente dourada também.,outros
feliz demais q vc gostou ! ☺️☺️☺️ me fala como funciona melhor pra vc e marcamos um call,outros
qual a marca do tenis?,outros
Olá! Muito obrigada!! Vou ver em breve!!,saudacao
😍,outros
Ok,outros
"Ola Bia sou a Daniela e gostaria de apresentar minha marca pra vc, a Queens Gate. Minha sócia e eu já te acompanhamos tem um bom tempo e somos muito fãs! A sua curadoria com seus ""neutros com tcharanz"" reforçou a vontade de apresentar o conceito da nossa marca pra vc. Vamos completar 1 ano em agosto e adoraríamos um bate papo com vc pra contar nossa história e nossos planos. Moro em Londres e minha sócia em SP e vou deixar meu WhatsApp pessoal por conta do fuso aqui e mando o link do nosso insta pra vc dar uma olhadinha 😉 Obrigada ! +1(917)868-9790",disponibilidade
por muito pouco a minha frustração seria ainda maior,outros
"pois sou , em algumas marcas , 44",duvida_tamanho
"e em outras , 42",duvida_tamanho
11-991428141,outros
Com quem falo B,outros
"toque em ""continuar"" para aceitar ou recusar o pedido.",outros
"olá , bom dia",saudacao
fiz o processo 2x será q cobrou 2x?,outros
bia gosto muito das suas bolsas . poderia passar umas dicas ?? não encontrei no seu site …,outros
"ahh pena! mas na hora certa, vai dar!",outros
❤️,outros
Estou de olho nessa peça aqui 👇🏻,outros
Bom dia!,saudacao
"como uma crítica construtiva, vcs deveriam mandar um e-mail para confirmar o pedido. compro bastante on-line e sempre vem o e-mail do status do pedido!! o cliente fica mais seguro da compra.",duvida_tamanho
Bia! Será que a tshirt Angela Motta branca com uma manga bafônica vai ter amanhã? Preciso dela,disponibilidade
Esse é o fechado,outros
https://www.instagram.com/giom.ei/profilecard/,onde_comprar
"boa tarde, me interessei pelos macacões, com zíper mostrados pela bia.",saudacao
cadê? quero,outros
entrar em contato com a luciana nossa gerente comercial no email gerencia@elisaatheniense.com.br,outros
A calça ficou sobrando muito atrás.,duvida_tamanho
Lindo o evento! Amei,agradecimento
Ebaaaaa,outros
"Olá, eu encontro as medidas no site?",duvida_tamanho
Reagiu com 👍 à sua mensagem,outros
😍,outros
bia! esse seu curadobia está um arraso! muito tentador. parabéns pelo projeto. uma dúvida: qual a sua altura? estou interessadíssima nessa calça mas sou baixa (160cm) e geralmente tenho que fazer a barras das calças - o que não é muito fácil com essa… 😅 obrigada,agradecimento
essa tshirt vai estar no evento? namoro tanto ela,outros
Estou vendo pelo celular sim.,outros
"Ola meninas seguem meus contatos: +1(917)868-9790 Daniela.masson@hotmail.com Muito bom falar com vcs ontem, obrigada ! Falamos na sequência por WhatsApp 🌷",onde_comprar
"deixa eu tirar outra dúvida, vc faz consultoria de imagem/estilo tb? se sim, como funciona?",outros
"olá bia! te vi no post da teti gio amei o seu perfil eu tenho uma marca de joias autorais, com design minimalista e ouro sustentável adoraria te apresentar @eunoyah_jewelry também gostaria de conversar sobre divulgacao, se houver interesse, claro :) muito obrigada um abraço evelyn",saudacao
😍,outros
Bom dia,saudacao
Como posso fazer essa apresentacao?,outros
tudo bem,outros
por nada!,outros
Comprei a jaqueta 😻,outros
Você é linda e de uma delicadeza admirável,outros
obrigada,agradecimento
alguém poderia entrar em contato comigo por e-mail ou whatsapp? o site de vcs parece que está com problemas. não funciona direito não.,onde_comprar
"oieee, obrigada de verdade 💖",saudacao
https://www.instagram.com/wendyelborin/profilecard/,onde_comprar
Até agora nada!,despedida
compra realizada,outros
😍,outros
obrigada pelo retorno,agradecimento
"oiee tudo bem? amei a bota, tem curadoria dela? bjos",disponibilidade
obrigada,agradecimento
ok,outros
👏,outros
Linda gladiadora!,outros
"olá, tudo bem? seriam essas peças:",saudacao
"Tranquilo, obrigada!",agradecimento
"olá, gente! bom dia! acabei de ver o post da bia sobre camisas. somos uma pequena alfaiataria e camisaria é o core da nossa criação. gostaria muito de apresentar nosso produto pra vocês. se vocês acharem conveniente, por favor, indiquem a melhor forma de contato. abraço, stella",saudacao
"Olá! Sua curadoria, projeto editorial e gráfico, são incríveis. Parabéns! Mas sua plataforma de e-commerce não funciona bem, estou desde ontem tentando fazer compras, mas páginas não carregam, carrinhos esvaziam. Muito difícil!",saudacao
"Olá, Tudo bem? Entre em contato com nosso comercial, 085987859507",saudacao
"Olá, quanto custa a pantalona?",preco_pagamento
na torcida ❤️,outros
e tem ela preta?,disponibilidade
"link da calça, por gentileza",outros
Oiee! Bom dia,saudacao
😍,outros
"de todo modo , agradeço por perguntar",outros
obrigada!,agradecimento
meu pedido chegou hj!!,outros
"olá, quanto custa a pantalona?",preco_pagamento
obrigada,agradecimento
Obrigada!,agradecimento
Alguém poderia entrar em contato comigo por e-mail ou WhatsApp? O site de vcs parece que está com problemas. Não funciona direito não.,onde_comprar
entrar em contato com a Luciana nossa gerente comercial no email gerencia@elisaatheniense.com.br,outros
"adorei, obrigada vcs!",agradecimento
👏,outros
adorei!!!! 😘😘🌷,outros
"mas, ficou grande😫",troca_devolucao
"Bom Dia Gostei muito de uma calça mais gostaria de ter informações dos tamanhos , se te tabela de medidas , Como faço para saber , poderiam me Ajudar ? No aguardo Grata Adriana Baggio",duvida_tamanho
"Deixa eu tirar outra dúvida, vc faz consultoria de imagem/estilo tb? Se sim, como funciona?",outros
Sua camisa é linda,outros
👏,outros
Beijos,despedida
Parece que o contato por aqui não é satisfatório...,outros
https://www.instagram.com/usemyk/profilecard/,onde_comprar
olá! por favor vcs tem desconto para a primeira compra? obrigada!,preco_pagamento
"Mas, ficou grande😫",troca_devolucao
"olá, boa noite",saudacao
eu adorei !! ja usei minha saia hj,outros
vocês tem loja física?,disponibilidade
Olá Bia Tudo bem?,saudacao
eu estou vendo mesmo que está demorando. mas super obrigada! bom final de semana brenda,agradecimento
já vi e amei!! esperando a virada do cartao pra perder os juízo!,preco_pagamento
"Olá Bia! Te vi no post da teti gio Amei o seu perfil Eu tenho uma marca de joias autorais, com design minimalista e ouro sustentável Adoraria te apresentar @eunoyah_jewelry Também gostaria de conversar sobre divulgacao, se houver interesse, claro :) Muito obrigada Um abraço Evelyn",saudacao
vcs tem desconto para primeira compra?,preco_pagamento
ameiiiiiiii,outros
Experimentei essa jaqueta. Maravilhosa,agradecimento
linda essa blusa,outros
Muito obrigada pelos esclarecimentos,agradecimento
"Sim, obrigada",agradecimento
oi! esse conjunto marrom é vendido também ?,saudacao
🥰,outros
Você poderia me passar o contato dos responsáveis?!,outros
Perfeito! Fico no aguardo! Abraço,agradecimento
"claro, mando tudo la",outros
não tem mais numeração 37,duvida_tamanho
p,duvida_tamanho
adorei a dica!,outros
td bem?,outros
😍,outros
"fui olhar para comprar o tamanho 1 dessa calça, porém a largura da cintura e do quadril eh a mesma - 98",duvida_tamanho
"sobre a troca da calça que comprei (quero trocar por um tamanho menor). recebi um e-mail de vcs no dia 29/08/24 , respondi mas, dps disso não tive mais retorno",troca_devolucao
Adorei! Como funciona ?🤩,outros
Oie,saudacao
"olá, tudo bem e com vcs ? vi que vcs enviaram um e-mail para nós, vou responder vcs por lá, ok? um beijo e muito obrigada pelo contato <3",saudacao
e achei muito difícil o contato com vcs,outros
Oieee,saudacao
😍,outros
Boa noite ! Haverá reposição da saia única preta no tamanho 1 ?,duvida_tamanho
Uhuu,outros
😍,outros
"oi, as compras são direto no site?",saudacao
Obrigada ;) Enviarei!,agradecimento
Muito obrigada pela atenção!,agradecimento
Que legal! Vai ajudar muito!,agradecimento
Uma coisa de lindo!,outros
Vou olhar,outros
porém na dúvida do melhor tamanho,duvida_tamanho
amando ♥️♥️♥️,outros
oiiii tudo bem?,saudacao
vai ter reposição dessa calça?,disponibilidade
obrigada ana!!,agradecimento
https://www.instagram.com/durgashop/profilecard/,onde_comprar
vou seguir.,outros
vocês irao vender oysho????,outros
olá,saudacao
"Oiii! Tudo bem? Me chamo Caroline sou formada em Marketing e trabalho como Social Media tem um tempinho, estou a procura de uma nova oportunidade no mercado de trabalho. Gostaria de saber se tem um espacinho no time de vocês, vou deixar o meu número, e-mail e portfólio. Caso queria marcar uma call para falarmos mais estou por aqui. Cel: (11) 94443-8896 E-mail: cspereiramkt@gmail.com Portfólio: https://cspereira.my.canva.site/ Obrigada desde já 💖",disponibilidade
bom dia. comprei esta blusa mas a parte que passa encima do ombro está solta. é assim mesmo? podemos falar para eu entender melhor? obrigada. meu cel 983389576,saudacao
Muito tenso,outros
"ola meninas seguem meus contatos: +1(917)868-9790 daniela.masson@hotmail.com muito bom falar com vcs ontem, obrigada ! falamos na sequência por whatsapp 🌷",onde_comprar
Linda essa blusa,outros
37?? não creio,outros
"na verdade eu já assisti ao vídeo do casaco no site curadobia várias vezes para tentar chegar a essa conclusão, mas não consegui",outros
Olá! Tudo bem? Tem cupom para 1a compra?,cupom_primeira
linda gladiadora!,outros
Como proceder p troca?,troca_devolucao
por onde posso acompanhar o envio da minha compra?,outros
Adoro…!,outros
Foi muito legal,outros
"bom dia. estou interessada na blusa pah, mas estou em dúvida quanto ao tamanho. minhas medidas: busto 92 cm e cintura 75 cm.",duvida_tamanho
vou olhar,outros
😍,outros
vc teria alguma informação sobre a minha encomenda?,outros
Oii comprei a bico fino. O dedo fica um pouquinho de lado pra fora né? Mas super confortável,duvida_tamanho
Adorei a dica!,outros
a regata arrumadona m,duvida_tamanho
"amoooo suas rasteiras, não são da sua lj, mas poderia indicar aonde têm aquela custo benefício?",disponibilidade
e a regata arrumadona?,outros
qual tamanho?,duvida_tamanho
"olá! bom dia! me chamo anelisa e gostaria de confirmar se meu pedido foi realizado. não sei se esse é o canal mais adequado para essa solicitação, mas como não achei no site um campo para falar com vocês, decidi vir aqui. fiz essa compra ontem pelo site e logo depois de finalizar, apareceu uma mensagem dizendo que o pagamento não estava confirmado. no entanto no site diz que o pagamento foi efetuado e não recebi nenhuma mensagem do banco dizendo que o pagamento foi negado. além disso também não recebi um e-mail com os dados do pedido. muito obrigada desde já!",saudacao
ola! muitíssimo obrigada 💋,saudacao
Eu comprei a calça pantalona branca no dia 13/08,disponibilidade
Ainda hj vou efetuar a compra da calça,outros
Eu amei a blusa branca Tcharam 🥰,disponibilidade
bom dia! consegue me mandar o vídeo?,saudacao
Eu amei a que tem a ponta. Duvida. Tem que ter tornozelo fino? Obrigada,disponibilidade
Ola! Por favor algum retorno?,saudacao
"vou querer a 46, qual é sua chave pix?",preco_pagamento
😍,outros
ok! obrigada. vi que foi lançado no meu cartão de crédito.,preco_pagamento
conseguem me ajudar por aqui?,agradecimento
Caraca muito!,outros
Oi,saudacao
"Fui olhar para comprar o tamanho 1 dessa calça, porém a largura da cintura e do quadril eh a mesma - 98",duvida_tamanho
"Olá, sou o gerente de vendas da PG Game Platform. Quero falar com você sobre parcerias. Nossa plataforma foi licenciada conjuntamente pelo governo federal brasileiro e pelo governo de Curaçao em outubro. Você pode se juntar a nós e lhe daremos altas comissões. Entre em contato comigo pelo WhatsApp: +13434802605",onde_comprar
👏,outros
😍,outros
"bia, você acaba comigo com tantas coisas lindas do curadobia!!! queria muito que tivesse frete internacional ( canadá) eu fico aqui babando!!!! 😍",prazo_entrega
oieee,saudacao
Muito estilo,outros
Ops é a blusa Pah,outros
"oi, ana! tudo e você? beleza, obrigada!",saudacao
Ei Ana,outros
"olá, eu encontro as medidas no site?",duvida_tamanho
a regata chiquetosa vai voltar pro estoque?,disponibilidade
Tá joia.,outros
11,outros
oi bia. sou erika dos @brincosdiferentes. gostaria de saber como você trabalha em relação a promoção de produtos. meus brincos são autorais e os fabrico a 39 anos. a produção é 100% nacional. fabricamos desde a liga do metal até o banho de ouro 18k. nossos brincos são todos bordados a mão com um finíssimo arame de cobre e depois banhado a ouro. espero seu contato. obrigada.,saudacao
"olá, fiz uma compra com vocês. tudo certo?",saudacao
Por nada!,outros
Eu não recebi email confirmando a compra...,outros
Não consigo deixá-la deste jeito,outros
🔥,outros
"Sobre a troca da calça que comprei (quero trocar por um tamanho menor). Recebi um e-mail de vcs no dia 29/08/24 , respondi mas, dps disso não tive mais retorno",troca_devolucao
Olá! Bom dia,saudacao
https://www.instagram.com/durgashop/profilecard/,onde_comprar
Por muito pouco a minha frustração seria ainda maior,outros
mto obrigada msm,agradecimento
olá! muito obrigada!! vou ver em breve!!,saudacao
Preço?,preco_pagamento
Em março eu vou produzir reposição e cores novas de tudo,disponibilidade
"boa tarde, pessoal! tudo bem? estava namorando um macacão verde no site da marca d-aura, porém não localizei mais 😕. saiu de coleção? não terá reposição? aguardo. obrigada milene",disponibilidade
"ola, tudo bem? meu nome é gisela, acabei de fazer um pedido.",saudacao
essa gladiadora!! qual o número? tem 37??,disponibilidade
"oi ana boa tarde! obrigada pelo contato. sim, estou interessada. tentei comprar após a mensagem da bia mas ainda estava indisponível",saudacao
"Olá! Onde encontro os sapatos? Este e as gladiadoras, especialmente.",saudacao
Obrigada !!,agradecimento
Obrigada,agradecimento
qual foi a mensagem?,outros
👏,outros
que lindo tudo!,outros
legal. obrigada,agradecimento
😍,outros
obrigada! eu aviso sim!! gostei bastante! vou levar para a cliente.,agradecimento
ahh reptilia adoro,outros
"oie!!! são lindas... porém aquele modelo foi o que mais me agradou...mas tranquilo, super obrigada pela atenção",saudacao
"Oi, pessoal, tudo bem? Mariele da Icon aqui. Adoraria apresentar a agência e os talentos que representamos para vocês. Acredito que temos uma super sinergia e que seria lindo colaborarmos futuramente! Qual o melhor contato para falarmos disso, por favor? Muito obrigada!",saudacao
Boa tarde! A jaqueta off da Nauanim voltou?,saudacao
como é o processo da troca?,troca_devolucao
falamos por lá,outros
Obrigada,agradecimento
😍,outros
Muito obrigada pelo retorno!,agradecimento
Já tentei três vezes. Será que pode ser o tamanho?,duvida_tamanho
"Obrigada pelo retorno, as peças são incríveis! É que me apaixonei por essa calça, então foi ela que me prendeu o olhar! 😉☺️",agradecimento
Olá!! Obrigada. Qual a previsão de entrega?,prazo_entrega
👏,outros
Obaaaa,outros
gosto da calça assim mais curta! visto entre 38-40 (quadril 95),duvida_tamanho
"Oieee, obrigada de verdade 💖",saudacao
Aiiiin que pena,outros
com quem falo b,outros
"olá, td bem? fiz uma compra com vc e recebi apenas o tricot. vc pode me ajudar ? muito obrigada desde já !",saudacao
"olá! primeiramente quero dizer que a curadobia está fantástica! vi que vários produtos estão indisponíveis no site, como a blusa pah e phyna por exemplo tem alguma previsão de retorno ao estoque?",disponibilidade
olá!!,saudacao
legal mto obrigada 💚,agradecimento
Ola boa tarde tudo bem? Tenho uma confecção trabalho com tecido plano e malha faço todo desenvolvimento da peça começando da peça piloto e entrego a produção passada e embalada caso tenha interesse meu número é 11948549084 Obrigada,saudacao
😍,outros
Bem e vc Ana!! Muito obrigada,agradecimento
teria as medidas do 42,duvida_tamanho
obrigada ! até lá,agradecimento
eu queria usar nas fotos que irei fazer amanhã,outros
ahhh maravilha,outros
quero comprar mas preciso saber se ela calça certinho o número do calço o número 35. devo comprar o mesmo?,outros
pode ser?,outros
esse é o fechado,outros
Como eu poderia rastrear minha compra?,prazo_entrega
Quero comprar mas preciso saber se ela calça certinho o número do calço o número 35. Devo comprar o mesmo?,outros
https://www.instagram.com/_nata.oficial/profilecard/,onde_comprar
Maravilha,outros
"Eu sugiro q vcs verifiquem melhor as parcerias de fornecedores, pois não comprarei mais nesta Curadoria! Infelizmente, gosto mto do trabalho da Bia… mas assim inviabiliza!",outros
boa noite ! haverá reposição da saia única preta no tamanho 1 ?,duvida_tamanho
"Olá, fiz uma compra com vocês. Tudo certo?",saudacao
"Tudo bem Bia Gostaria muito de saber se nesta sua plataforma vc assiste aos clientes em encontrar produtos, lojas, etc?",outros
Ok obrigada,agradecimento
https://www.instagram.com/queensgatestore?igsh=Mjc0c2g5cHNmN25k&utm_source=qr,onde_comprar
sim,outros
ola! estou tentando finalizar uma compra mas aparece o seguinte erro,outros
este é meu whatsapp…,onde_comprar
"oii, bia! tudo bem? por favor, de onde é essa calça? yes i am? procurei aqui no feed e não encontrei… obrigada!",saudacao
reagiu com 🖤 à sua mensagem,outros
preço?,preco_pagamento
obrigada!,agradecimento
😍,outros
"somos uma produtora de áudio visual, e achamos que seria interessante apresentar o nosso trabalho e portifólio!",outros
tudo bem também. que pena 😕 eu queria exatamente o verde! 😩,outros
é fato! perguntei pois está a procurando uma peça e não encontrava,outros
https://www.instagram.com/agola__/profilecard/,onde_comprar
Certo. Qual o link da compra?,outros
tô de olho faz tempooo,outros
Eu queria usar nas fotos que irei fazer amanhã,outros
993811193,outros
"E eu, como estou na praia, torcendo para não baixar!!!!!🤣🤣🤣",outros
"Oi Ana, obrigada pela resposta! Bom, eu vou continuar na torcida pra esse frete internacional se materializar um dia desses pq a gente quer comprar essas coisas lindas e usar logo, né? … infelizmente com o preço do dólar não tenho recebido as amigas aqui tão frequentemente mas é uma boa ideia também - obrigada!!!!",prazo_entrega
não tem um link de comunicação no whatsapp,disponibilidade
Joia,outros
Oi! Esse conjunto marrom é vendido também ?,saudacao
Poxa… que pena… quando tiverem me avise por favor,outros
"ola bia sou a daniela e gostaria de apresentar minha marca pra vc, a queens gate. minha sócia e eu já te acompanhamos tem um bom tempo e somos muito fãs! a sua curadoria com seus ""neutros com tcharanz"" reforçou a vontade de apresentar o conceito da nossa marca pra vc. vamos completar 1 ano em agosto e adoraríamos um bate papo com vc pra contar nossa história e nossos planos. moro em londres e minha sócia em sp e vou deixar meu whatsapp pessoal por conta do fuso aqui e mando o link do nosso insta pra vc dar uma olhadinha 😉 obrigada ! +1(917)868-9790",disponibilidade
https://www.instagram.com/queensgatestore?igsh=mjc0c2g5chnmn25k&utm_source=qr,onde_comprar
"Olá!! Bom dia!! Sou muito fã da Bia, mas nunca comprei no Curadoria. Uma dúvida: como faço para escolher um tamanho com mais segurança? Tem uma tabela de medidas para servir de referência? Obrigada",duvida_tamanho
Gosto muito dos looks mas percebo que ha muito jogo c volumes,pedido_sugestao
Onde posso comprar?,outros
parece que o contato por aqui não é satisfatório...,outros
sua roupa jeans é de onde?,outros
Que calça maravilhosa,agradecimento
"bom dia! gostaria de adquirir essa calça, mas não está mais disponível. podem me ajudar? obrigada",disponibilidade
m,duvida_tamanho
Boa noite.,saudacao
https://www.instagram.com/ac.gromann?igsh=mwe4dtziy2izetaxnw==,onde_comprar
👏,outros
Obrigada,agradecimento
Falamos por lá,outros
como falo com alguém daí,outros
"Bom dia! Sou a Gianina Marques, mineira, mãe e autora de joias artesanais. Gostaria de deixar meu insta para vcs conhecerem minhas joias feita com carinho e totalmente exclusiva. Aguardo o retorno de vcs q tem tanto conhecimento na área. Desde já obrigada! @gianinamarques",disponibilidade
Obrigada! Eu aviso sim!! Gostei bastante! Vou levar para a cliente.,agradecimento
já comprei! e acabou de chegar!!,outros
Cadê? Quero,outros
"e eu, como estou na praia, torcendo para não baixar!!!!!🤣🤣🤣",outros
muito obrigada,agradecimento
olá! como tirar dúvidas de tamanho da peça?,duvida_tamanho
Olá! Como tirar dúvidas de tamanho da peça?,duvida_tamanho
Consegue me informar de onde é essa sandália?,outros
gostei da corrente dourada também.,outros
Não estou conseguindo entrar no site para fazer compra,outros
Obrigada! Beijinhos,agradecimento
Tudo bem,outros
😍,outros
"o produto é lindo , apesar de ter ficando um pouco grande",outros
Agora estou organizando as coisas,outros
Obrigada Ana!!,agradecimento
Reagiu com 👍 à sua mensagem,outros
"Link da calça, por gentileza",outros
❤️,outros
Ok! Obrigada. Vi que foi lançado no meu cartão de crédito.,preco_pagamento
olá! esse conjunto ainda não está disponvel no site de vcs né ? poderia me dizer se onde é?,saudacao
https://www.instagram.com/luiseramirezbrand/profilecard/,onde_comprar
"oi tudo bem? está com algum problema no site para pagar com cartão de crédito, o código cvv some",preco_pagamento
muito obrigada pela atenção!,agradecimento
😍,outros
Vou amanhã. Obrigada,agradecimento
Muito obrigada!,agradecimento
Bom dia,saudacao
maravilha,outros
Boa tarde. Gostaria de saber se vocês enviam para fora do Brasil. Obrigada.,saudacao
https://www.instagram.com/numerodez.numerodez/profilecard/,onde_comprar
Oi,saudacao
mto obrigada pelo retorno,agradecimento
ops é a blusa pah,outros
https://www.instagram.com/luiseramirezbrand/profilecard/,onde_comprar
Mto obrigada,agradecimento
oie!! essa calça vai ter reposição na curadoria?,disponibilidade
Bia gosto muito das suas bolsas . Poderia passar umas dicas ?? Não encontrei no seu site …,outros
fechado 3pm brasil !,outros
Sim,outros
"Por favor , me interessei por este macacão . Quais tamanhos e como comprar ?",duvida_tamanho
não estou conseguindo entrar no site para fazer compra,outros
O site está passando por problemas?,outros
eu não recebi email confirmando a compra...,outros
"Boa tarde! Comprei a blusa Pah , mas não consigo deixá-la parecida como da foto… acho que estou usando de forma errada… tem alguma tutorial de como vesti-la ? Rs",outros
"oi, pessoal. tudo bem? estou com dúvida sobre numeração de uma peça de vocês. aguardo retorno, obrigada! milene",duvida_tamanho
https://www.instagram.com/minimadeia/profilecard/,onde_comprar
Ahh Reptilia adoro,outros
Oie!! Essa calça vai ter reposição na curadoria?,disponibilidade
Reagiu com 🖤 à sua mensagem,outros
Olá bom dia,saudacao
ei ana,outros
"Olá , bom dia",saudacao
"queria ver sua sapateira pq tudo é lindíssimo, mas seus sapatos são escolhidos a dedo, tudo a ver com vc sempre… esse é da laiá né?",outros
😍,outros
reagiu com 👍 à sua mensagem,outros
"Pois sou , em algumas marcas , 44",duvida_tamanho
Qual a marca do tenis?,outros
"Sim! A Carol entrou em contato comigo! Uma fofa , super atenciosa",outros
https://www.instagram.com/tatho.brasil/profilecard/,onde_comprar
não rsrs,outros
bom dia! ontem tive o prazer de conhecer vc ao vivo! eu estava no mil plantas! vc e lindíssima! ❤️,saudacao
"acho ótimo. pode ser segunda 29 na parte da tarde. estamos com 4horas de fuso, qual horário seria bom pra vc?",outros
Olá! Esse conjunto ainda não está disponvel no site de vcs né ? Poderia me dizer se onde é?,saudacao
lindíssima,outros
tô chegando!,outros
E esses sapatos incríveis? Teremos a chance de tê-los? Rs,outros
Não tem mais numeração 37,duvida_tamanho
reagiu com 👍 à sua mensagem,outros
