text,label
<url>,nao_entendi
link compartilhado,como_comprar
pergunta tenho duvida no tamanho da camisa viajante qual voce recomenda resposta tamanho e medidas,tamanho_modelagem
<url>,nao_entendi
claro,nao_entendi
curadobia,nao_entendi
sem conteudo detectavel,nao_entendi
oi cristiane foi confirmado seu pedido,saudacao
sem conteudo detectavel,nao_entendi
pergunta tenho duvida no tamanho da camisa viajante qual voce recomenda resposta tamanho e medidas,tamanho_modelagem
com,nao_entendi
sem conteudo detectavel,nao_entendi
estamos aqui para o que precisar,nao_entendi
parabens excelente ideia vim pelo insta da gloria kalil torcendo por mais um sucesso,nao_entendi
site,erros_plataforma
de,nao_entendi
bom dia karyna infelizmente nao trabalhamos com cupom para <num> a compra ainda mas estamos aqui para te auxiliar no processo inteiro,saudacao
tech,nao_entendi
bia sent an attachment,nao_entendi
link compartilhado,como_comprar
bia sent an attachment,nao_entendi
blazer,nao_entendi
o,nao_entendi
bom dia adriana como voce esta,saudacao
<url>,nao_entendi
adoramos ela,nao_entendi
ola bom dia como va o aguardamos a resposta de vocaas por la enta o obrigada,saudacao
sem conteudo detectavel,nao_entendi
oi cristiane bom dia obrigada pela sua mensagem na verdade todos os nossos pedidos sa o enviados o email de confirmaa a o imediatamente pora c m realmente identificamos um erro no nosso sistema que os aoltimos pedidos na o esta o recebendo a confirmaa a o ja estamos em contato com o nosso ta c cnico para resolver obrigada por ter nos informado,saudacao
sem conteudo detectavel,nao_entendi
bia sent an attachment,nao_entendi
curtiu uma mensagem,nao_entendi
zero,nao_entendi
imagina estamos por aqui qualquer coisa que precisar,nao_entendi
e a regata arrumadona,nao_entendi
e,nao_entendi
reagiu com a sua mensagem,nao_entendi
ola evelyn bom dia tudo bem aqui somos do curadobia voce teria interesse em apresentar a sua marca pensando em participar do curadobia ou seria referente a parceria de divulgacao com a bia,saudacao
<num>,nao_entendi
oi ana tudo e vocaa beleza obrigada,saudacao
you sent an attachment,nao_entendi
enfiar,nao_entendi
sem conteudo detectavel,nao_entendi
dificuldade,nao_entendi
link compartilhado,como_comprar
sem problemas mari apenas encaminha pra gente um e mail solicitando que iremos dar sequencia com a troca e mail contato curadobia <user> com,troca_devolucao_politica
vou olhar,nao_entendi
tem,nao_entendi
link compartilhado,como_comprar
link compartilhado,como_comprar
sem conteudo detectavel,nao_entendi
ok muito obrigada,agradecimento
oi ana tudo e voce beleza obrigada,saudacao
queria,nao_entendi
link compartilhado,como_comprar
lindassima,nao_entendi
na,nao_entendi
<url>,nao_entendi
do,nao_entendi
vazado,nao_entendi
e a regata arrumadona,nao_entendi
<url>,nao_entendi
sem conteudo detectavel,nao_entendi
pergunta tenho <num> cm de busto qual regata pregas jersey comprar resposta tamanho e medidas,tamanho_modelagem
curtiu uma mensagem,nao_entendi
pergunta aceitam pix pra trench facil resposta preco estoque e pagamento,formas_pagamento
oi amanda nossas sinceras desculpas por todo esse ocorrido somos um marketplace com operaa aues a todo vapor e infelizmente na o estamos livres de erros ta c cnicos e tecnola <num> gicos acontecerema <num> i checamos com a marca e por enquanto estamos com o tamanho <num> e <num> prontos para a venda seguimos a disposia a o para te auxiliar em todas as daovidas e questaues necessa rias aqui com a gente como seu cadastro esta certinho acredito que na o teremos mais essa situaa a o ocorrendo obrigada por estar conosco equipe curadobiad,saudacao
obrigada pelo retorno namoro o modelo gladiador me lembro dele mas quando fui procurar ja nao tinha mais,agradecimento
facil,nao_entendi
a,nao_entendi
de,nao_entendi
o,nao_entendi
olivve sent an attachment,nao_entendi
de nada,nao_entendi
bia sent an attachment,nao_entendi
imagem enviada,nao_entendi
ola como vai funcionar onde vai ser obrigada,saudacao
oi bia tudo bem adorei a <user> o nome ficou demais e claro ja fui olhar as pea as na o localizei tabela de medidas porem pelo tamanho das pea as que vc veste o g provavelmente na o vai caber em mim uso <num> <num> a depender da confeca a o pense com carinho em fazer uma curadoria para tamanhos normais desejo muito sucesso nessa nova empreitada que deus te abena oe bjos,saudacao
pergunta consigo devolver a regata pregas jersey se nao servir resposta frete prazos e trocas,frete_prazo
pingente,nao_entendi
chic,nao_entendi
luz,nao_entendi
bia sent an attachment,nao_entendi
que roupa bonita,nao_entendi
parece,nao_entendi
obrigada pelo prestigio foi incrivel te ter de pertinho ontem,agradecimento
nuances,nao_entendi
bia sent an attachment,nao_entendi
oie tudo bem elaine obrigada pela sua mensagem vocaa consegue nos confirmar suas medidas para que possamos verificar com mais precisa o d,agradecimento
compra realizada,nao_entendi
muito obrigada pelo retorno,agradecimento
continuo,nao_entendi
bolsa,nao_entendi
pergunta a calca saruel silvia tem forro interno resposta modelagem e tecido,tamanho_modelagem
ola sandra boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo vocaa demonstrou interesse nos sapatos da bia que apareceram em um dos nossos reels agora eles esta o disponaveis no site do curadobia dd segue o link <url> obrigada por nos acompanhar sandra qualquer daovida estamos a disposia a o equipe curadobia d,saudacao
vocabulario,nao_entendi
com,nao_entendi
deu certo mas a peca que eu queria acabou,nao_entendi
e,nao_entendi
mais,nao_entendi
pergunta tem rastreio pra camisa de responsa resposta frete prazos e trocas,frete_prazo
sem conteudo detectavel,nao_entendi
como comprar,como_comprar
bia sent an attachment,nao_entendi
ahhh maravilha,nao_entendi
bia sent an attachment,nao_entendi
vira,nao_entendi
muito obrigada legal que sou do mesmo tamanho que ela,agradecimento
na <num> s seguimos acompanhando todo o processo ata c sua finalizaa a o,nao_entendi
ai,nao_entendi
que,nao_entendi
pingente,nao_entendi
bom dia marcia tudo bem obrigada pela sua mensagem ficamos muito felizes que gostou da nossa pantalona jeans infelizmente ela esta esgotada no momento mas assim que tivermos a reposicao te avisamos,saudacao
pergunta a saia tech fica justa no quadril resposta tamanho e medidas,tamanho_modelagem
ola td e vc,saudacao
necessarias,nao_entendi
sem conteudo detectavel,nao_entendi
<url>,nao_entendi
agradeco o feedback,nao_entendi
link compartilhado,como_comprar
obrigada pela presenca renata vai arrasar demais com o conjuntinho mascavo nosso intimo terracota,agradecimento
you sent an attachment,nao_entendi
oii karinne tudo bem aqui quem fala a c a ana do time curadobia vocaa acredita que estive olhando todos os dias desde que vocaa demonstrou interesse se a nossa saia anica voltaria ao estoque e somente hoje isso aconteceu ela a c a queridinha das nossas clientes e tem acabado ra pido enta o espero que consiga aproveitar essa oportunidade te encaminho o link para o acesso dela,como_comprar
o meu e <user> oficial,nao_entendi
sabe,nao_entendi
uma,nao_entendi
do,nao_entendi
bia sent an attachment,nao_entendi
usar,nao_entendi
pensamos que poderia ser a senha criada mas quando ocorre algum ponto nesse aspecto surge uma mensagem abaixo voce se importaria em tentar novamente apenas para checarmos se continua ocorrendo o mesmo erro,erros_plataforma
ah perfeito <num> h poderia ser,nao_entendi
leve,nao_entendi
macacoes com mangas,nao_entendi
ola tudo bem entre em contato com nosso comercial <num>,saudacao
imagem enviada,nao_entendi
oie obrigada pela resposta conversamos com a bia e temos interesse em marcar uma reunia o ja por esses dias pois o curadobia esta com uma nova metodologia e com novidades e mesmo a produa a o de vocaas para mara o seria interessante conversar com vocaas agora o que acham te aguardo,agradecimento
sem conteudo detectavel,nao_entendi
tudo bem e voces,nao_entendi
you sent an attachment,nao_entendi
bia sent an attachment,nao_entendi
sem conteudo detectavel,nao_entendi
do,nao_entendi
code,nao_entendi
bia sent an attachment,nao_entendi
curtiu uma mensagem,nao_entendi
sem conteudo detectavel,nao_entendi
<url>,nao_entendi
com,nao_entendi
de,nao_entendi
d,nao_entendi
dar,nao_entendi
ficar,nao_entendi
camisa,nao_entendi
obrigada enviarei,agradecimento
os bodys da revival sao excelentes pecas neutras e basicas para ter no armario e possuem uma ampla grade de tamanhos <url> alem disso temos nossos acessorios <url> bolsas <url> e sapatos <url>,nao_entendi
preso,nao_entendi
<url>,nao_entendi
pora c m a c interessante frisar que a modelagem da cala a a c uma cintura no lugar nem cintura baixa e nem cintura alta,tamanho_modelagem
magica,nao_entendi
<url>,nao_entendi
oi ana tudo bem na epoca o pessoal da d aura te instruiu que iriam retirar na sua portaria,saudacao
porem na duvida do melhor tamanho,tamanho_modelagem
sem conteudo detectavel,nao_entendi
paguei sedex porque estou indo hoje pra londres e queria levar o body,nao_entendi
mas que bom que achou conforta vel,nao_entendi
com quem falo b,nao_entendi
modelagem,tamanho_modelagem
reagiu com a sua mensagem,nao_entendi
ola sou o gerente de vendas da pg game platform quero falar com voce sobre parcerias nossa plataforma foi licenciada conjuntamente pelo governo federal brasileiro e pelo governo de curacao em outubro voce pode se juntar a nos e lhe daremos altas comissoes entre em contato comigo pelo whatsapp <num>,saudacao
obrigada no aguardo que seja disponibilizado o envio,agradecimento
bia sent an attachment,nao_entendi
ola como vai muito prazer meu nome e ana e trabalho aqui no curadobia nao sei se recordam porem conversamos no primeiro semestre do ano passado <num> sobre esse projeto da bia paes de barros desde la evoluimos bastante e estamos concretizados como um marketplace em potencial crescimento queremos compartilhar com voces nosso site para darem uma olhada curadobia com br ainda temos a toruss em foco o que acham de retomarmos contato aguardo voces,saudacao
imagem enviada,nao_entendi
bia sent an attachment,nao_entendi
tenho,nao_entendi
duvidas,nao_entendi
se,nao_entendi
<num> <num>,nao_entendi
sempre,nao_entendi
pergunta tenho duvida no tamanho da blusa molona qual voce recomenda resposta tamanho e medidas,tamanho_modelagem
cliente,nao_entendi
soltinha,nao_entendi
obrigada,agradecimento
segredo,nao_entendi
link compartilhado,como_comprar
uma,nao_entendi
cm,nao_entendi
por nada,nao_entendi
vocaas tem loja fasica,nao_entendi
sem conteudo detectavel,nao_entendi
ola tudo bem podemos falar pelo nosso whatsapp <num> <num> <num> <num>,saudacao
despojadas,nao_entendi
to,nao_entendi
bom dia adriana como vocaa esta,saudacao
modelo,nao_entendi
bia sent an attachment,nao_entendi
jeans,nao_entendi
bia sent an attachment,nao_entendi
sem conteudo detectavel,nao_entendi
bia sent an attachment,nao_entendi
a i,nao_entendi
uma,nao_entendi
oi karyna bom dia vimos que voce mandou as mesmas mensagens pelo nosso whatsapp vamos dar seguimento por la entao tudo bem obrigada,saudacao
imagem enviada,nao_entendi
aqui e a ana do time curadobia,nao_entendi
alguma,nao_entendi
credibilidade,nao_entendi
ola tudo bem seriam essas pea as,saudacao
<url>,nao_entendi
ah que bom e lindissima parabens,nao_entendi
sem conteudo detectavel,nao_entendi
que,nao_entendi
bia sent an attachment,nao_entendi
como posso fazer essa apresentacao,nao_entendi
ola bia te vi no post da teti gio amei o seu perfil eu tenho uma marca de joias autorais com design minimalista e ouro sustenta vel adoraria te apresentar <user> tamba c m gostaria de conversar sobre divulgacao se houver interesse claro muito obrigada um abraa o evelyn,saudacao
quando ela estiver disponivel nos vamos te avisar,nao_entendi
agora estou organizando as coisas,nao_entendi
ela,nao_entendi
quero comprar mas preciso saber se ela cala a certinho o naomero do cala o o naomero <num> devo comprar o mesmo,como_comprar
ola jaolia bom dia tudo bem,saudacao
bia sent an attachment,nao_entendi
bia sent an attachment,nao_entendi
de,nao_entendi
bom dia pamela tudo bem revisamos aqui o nosso sistema e fizemos testes e tudo parece funcionar bem esperamos que voce tenha uma boa experiencia agora o que aconselhamos tambem e entrar no site pelo google chrome caso voce ainda nao tenha acessado por la vou te encaminhar os links dos produtos que voce nos encaminhou <url> <url> <url> <url> <url>,saudacao
bia sent an attachment,nao_entendi
link compartilhado,como_comprar
plataforma,nao_entendi
do,nao_entendi
muito,nao_entendi
mesmice,nao_entendi
boa,nao_entendi
cai,nao_entendi
sem conteudo detectavel,nao_entendi
adquiri uma maxi pantalona valeria mansur,nao_entendi
usar,nao_entendi
brenda sent an attachment,nao_entendi
claro envio sim mas ata c para na <num> s entendermos o que esta ocorrendo com essa visualizaa a o vocaa esta acessando pelo celular que aa ja direcionamos pra equipe ta c cnica corrigir,nao_entendi
camisa,nao_entendi
oi anna bom dia tudo bem nos desculpe a falta de resposta vou te mandar mensagem via whatsapp para ficar melhor a nossa comunicacao tudo bem mas pode ficar tranquila pois realmente nosso atendimento funciona prioritariamente durante a semana e nao vamos te deixar desamparada,saudacao
scorro shared a product,nao_entendi
pergunta a saia tech amassa facil resposta modelagem e tecido,tamanho_modelagem
no,nao_entendi
bia sent an attachment,nao_entendi
se,nao_entendi
o tom certo e o que esta no site os stories que a bia postou hoje modificaram um pouco o tom,erros_plataforma
pergunta a saia acinturante marca muito o corpo resposta modelagem e tecido,tamanho_modelagem
<url>,nao_entendi
link compartilhado,como_comprar
curtiu uma mensagem,nao_entendi
ola sua curadoria projeto editorial e gra fico sa o incraveis paraba c ns mas sua plataforma de e commerce na o funciona bem estou desde ontem tentando fazer compras mas pa ginas na o carregam carrinhos esvaziam muito difacil,saudacao
sem conteudo detectavel,nao_entendi
eu queria usar nas fotos que irei fazer amanha,nao_entendi
curtiu uma mensagem,nao_entendi
sem conteudo detectavel,nao_entendi
curtiu uma mensagem,nao_entendi
eu estou vendo mesmo que esta demorando mas super obrigada bom final de semana brenda,agradecimento
essa gladiadora qual o naomero tem <num>,nao_entendi
estilo,nao_entendi
erros,nao_entendi
link compartilhado,como_comprar
dica,nao_entendi
bia sent an attachment,nao_entendi
qualquer duvida nos avise ok,nao_entendi
pretensao,nao_entendi
qual seu manequim,nao_entendi
ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br insta <user> oficial o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a wendyel borin super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaasd,saudacao
da,nao_entendi
boa tarde fiz um pedido de uma blusa brilhei no dia <num> <num> nao recebi nenhum e mail de confirmacao sera que esta tudo certo meu nome e cristiane rocha loures brenner,saudacao
essa,nao_entendi
pergunta da pra usar a camisa viajante em festa de dia resposta combinacoes e ocasioes,nao_entendi
oi,saudacao
do,nao_entendi
sheila essa foi a tabela passada para na <num> s pela marca estamos em contato com eles para ter exatamente a medida do quadril inclusive obrigada pela pergunta pois com ela vamos atualizar o nosso site mas podemos te adiantar que ele tem uma estrutura folgada no quadril enta o acreditamos que ele vai dar certo para ti no tamanho <num> para te passar outra base nas fotos do produto no nosso site a bia esta vestindo o tamanho <num>,agradecimento
pergunta se eu sou baixa a calca saruel silvia fica muito comprida resposta tamanho e medidas,tamanho_modelagem
dia,nao_entendi
<url>,nao_entendi
curtiu uma mensagem,nao_entendi
muito obrigada legal que sou do mesmo tamanho que ela,agradecimento
link compartilhado,como_comprar
meu nome a c ana sigo aqui para o que vocaa precisar,nao_entendi
resolve,nao_entendi
adoroa,nao_entendi
que pena dri entendemos espero que outras pecas no site te encontrem estamos aqui qualquer coisa obrigada pela mensagem,agradecimento
sem conteudo detectavel,nao_entendi
d,nao_entendi
exagero,nao_entendi
sheila shared a product,nao_entendi
link compartilhado,como_comprar
pergunta a saia acinturante e oversized ou normal resposta tamanho e medidas,tamanho_modelagem
conforto,nao_entendi
com quem falo b,nao_entendi
ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a novamente pode se conectar com essa proposta com quem poderia conversar para falar mais sobre aguardo voces,saudacao
joia,nao_entendi
pergunta aceitam pix pra trench facil resposta preco estoque e pagamento,formas_pagamento
eu sugiro q vcs verifiquem melhor as parcerias de fornecedores pois na o comprarei mais nesta curadoria infelizmente gosto mto do trabalho da biaa mas assim inviabiliza,nao_entendi
curtiu uma mensagem,nao_entendi
obrigada ana,agradecimento
obrigada beijinhos,agradecimento
persuasao,nao_entendi
link compartilhado,como_comprar
por nada,nao_entendi
oi karyna bom dia tudo bem vamos verificar,saudacao
eu sugiro q vcs verifiquem melhor as parcerias de fornecedores pois nao comprarei mais nesta curadoria infelizmente gosto mto do trabalho da bia mas assim inviabiliza,nao_entendi
obrigada pela presenca foi incrivel atender e receber voces de pertinho,agradecimento
de todo modo agradeco por perguntar,nao_entendi
seguimos a disposicao para o que precisar,nao_entendi
muito estilo,nao_entendi
por favor me interessei por este macaca o quais tamanhos e como comprar,como_comprar
<url>,nao_entendi
oi anna sua compra foi realizada com sucesso pode ficar tranquila ja conferimos aqui direitinho para voce,saudacao
amooo,nao_entendi
bia sent an attachment,nao_entendi
sem conteudo detectavel,nao_entendi
tudo,nao_entendi
ola obrigada qual a previsa o de entrega,saudacao
mas paguei por uma coisa que na o recebi,nao_entendi
mas,nao_entendi
inventada,nao_entendi
sem conteudo detectavel,nao_entendi
deixa,nao_entendi
sem conteudo detectavel,nao_entendi
bia sent an attachment,nao_entendi
precisei escrever em uma postagem,nao_entendi
e em outras <num>,nao_entendi
bia sent an attachment,nao_entendi
curtiu uma mensagem,nao_entendi
bia sent an attachment,nao_entendi
grafico,nao_entendi
acessorio,nao_entendi
sim,nao_entendi
muito obrigada tenham um bom fim de semana,agradecimento
de,nao_entendi
mas pode ficar tranquila que assim que lancarmos a terceira peca que voce gostou vou te mandar por aqui tudo bem nao deixe de garantir suas pecas da lounge a tempo,nao_entendi
bia sent an attachment,nao_entendi
sem conteudo detectavel,nao_entendi
uma coisa de lindo,nao_entendi
joia,nao_entendi
camisa,nao_entendi
link compartilhado,como_comprar
toda,nao_entendi
e,nao_entendi
<url>,nao_entendi
ok perfeito caso mude de ideia seguimos a disposicao novamente desculpa pelo transtorno e desejo uma otima viagem,nao_entendi
como,nao_entendi
sem conteudo detectavel,nao_entendi
bem,nao_entendi
dizer,nao_entendi
mybasic sent an attachment,nao_entendi
pergunta a saia acinturante combina com jeans resposta combinacoes e ocasioes,nao_entendi
o,nao_entendi
preta,nao_entendi
vai ter reposia a o dessa cala a,nao_entendi
<url>,nao_entendi
que,nao_entendi
alguma,nao_entendi
linda cala a qual a c a marca,nao_entendi
eu amo todos os seus looks combina <num> com o meu estilo queria ter todas as pea as para mim pena que moro do outro lado do mundo,nao_entendi
sem conteudo detectavel,nao_entendi
de,nao_entendi
link compartilhado,como_comprar
perfeito ana obrigada pelo retorno,agradecimento
you sent an attachment,nao_entendi
ok obrigada,agradecimento
sem conteudo detectavel,nao_entendi
me,nao_entendi
<num>,nao_entendi
alta,nao_entendi
porque,nao_entendi
bia sent an attachment,nao_entendi
curtiu uma mensagem,nao_entendi
ahh pena mas na hora certa vai dar,nao_entendi
ola estou tentando finalizar uma compra mas aparece o seguinte erro,saudacao
elegante,nao_entendi
pelo,nao_entendi
link compartilhado,como_comprar
inclusive muito obrigada pela solicitacao pois em funcao dela estamos criando esse mes um destaque aqui no insta trazendo e salvando videos mostrando essa e mais outras pecas que podem gerar duvidas,agradecimento
jantarzinho,nao_entendi
ola carol td bem e vc pode nos enviar para contato curadobia <user> com,saudacao
tudo bem,nao_entendi
boa noite,saudacao
guarda,nao_entendi
essa da bia a c da luiza perea,nao_entendi
sem conteudo detectavel,nao_entendi
tudo,nao_entendi
pergunta a bolsa anda sozinha tem desconto a vista resposta preco estoque e pagamento,formas_pagamento
pergunta a trench facil e versatil pra viagem resposta combinacoes e ocasioes,nao_entendi
vestido,nao_entendi
com,nao_entendi
fazer,nao_entendi
pergunta a trench facil tem forro interno resposta modelagem e tecido,tamanho_modelagem
sheila shared a product,nao_entendi
sem conteudo detectavel,nao_entendi
pudins,nao_entendi
pergunta se eu sou baixa a calca saruel silvia fica muito comprida resposta tamanho e medidas,tamanho_modelagem
curtiu uma mensagem,nao_entendi
chama,nao_entendi
oi bia sou erika dos <user> gostaria de saber como voce trabalha em relacao a promocao de produtos meus brincos sao autorais e os fabrico a <num> anos a producao e <num> nacional fabricamos desde a liga do metal ate o banho de ouro <num> k nossos brincos sao todos bordados a mao com um finissimo arame de cobre e depois banhado a ouro espero seu contato obrigada,saudacao
rua peixoto gomite <num>,nao_entendi
bom dia a obrigada dd>>,saudacao
ser,nao_entendi
dia <num> <num> das <num> hs as <num> hs,nao_entendi
ah perfeito funcionaria as <num> h fuso sa o paulo,nao_entendi
preciso de uma ajudinha com o meu pedido,nao_entendi
saia,nao_entendi
banca,nao_entendi
parar,nao_entendi
sem conteudo detectavel,nao_entendi
respostas,nao_entendi
a,nao_entendi
saberia,nao_entendi
embaixo,nao_entendi
dura,nao_entendi
ola estou tentando finalizar uma compra mas aparece o seguinte erro,saudacao
ai me ajuda com o video ainda nao usei a blusa,nao_entendi
ola como vai muito prazer meu nome a c ana e trabalho aqui no curadobia na o sei se recordam pora c m conversamos no primeiro semestre do ano passado <num> sobre esse projeto da bia paes de barros desde la evoluamos bastante e estamos concretizados como um marketplace em potencial crescimento queremos compartilhar com vocaas nosso site para darem uma olhada curadobia com br ainda temos a pata em foco o que acham de retomarmos contato aguardo vocaas,saudacao
pra,nao_entendi
claro mando tudo la,nao_entendi
sem conteudo detectavel,nao_entendi
chico neto cd mare mar whatsapp <num> <url>,nao_entendi
ola marilene boa noite tudo bem,saudacao
ola gisela essa sandalia a c da minha collab com a paula ferber,saudacao
pergunta tenho <num> cm de busto qual regata pregas jersey comprar resposta tamanho e medidas,tamanho_modelagem
curtiu uma mensagem,nao_entendi
sigo aqui para o que vocaa precisar,nao_entendi
ela,nao_entendi
pergunta a camisa de responsa e slow fashion resposta extras e institucional,nao_entendi
sem conteudo detectavel,nao_entendi
pergunta a calca cool amassa facil resposta modelagem e tecido,tamanho_modelagem
bia sent an attachment,nao_entendi
bia sent an attachment,nao_entendi
vocabulario,nao_entendi
oiee tudo bem amei a bota tem curadoria dela bjos,nao_entendi
curtiu uma mensagem,nao_entendi
alegre,nao_entendi
sem conteudo detectavel,nao_entendi
<url>,nao_entendi
oi anna que bom receber uma mensagem sua feliz que gostou da sanda lia ela a c uma das queridinhas aqui no curadobiad vou te encaminhar o link dela,saudacao
traz,nao_entendi
pergunta o tecido da blusa molona esquenta resposta modelagem e tecido,tamanho_modelagem
bia sent an attachment,nao_entendi
usar,nao_entendi
longona,nao_entendi
mto obrigada msm,agradecimento
pq,nao_entendi
oi gabriela tudo bem ana aqui do time do curadobia estavamos passando por algumas instabilidades mas acredito que agora ja esta tudo resolvido te encaminho aqui o site para ficar mais facil o acesso,saudacao
link compartilhado,como_comprar
stellathomazbastos <user> com,nao_entendi
ola adriana td bem pode escolher a p atendera sua numeraa a o tranquilamente obrigada time curadobia a,saudacao
chegou,nao_entendi
qual a marca do tenis,nao_entendi
ola tudo bem meu nome e leonardo trabalho na importadora <user> <user> vi o instagram da marca e voces tem o perfil lulitex muito sofisticacao e bom gosto trabalhamos com pronta entrega e importacao de tecidos exclusivos de acordo com a demanda do cliente nosso showroom tem um acervo enorme sera um prazer recebe los em uma visita poderia me passar o contato do estilo ou compras desde ja agradeco a atencao att leonardo jose e mail leonardo <user> com br pabx <num> <num> <num> <num> whatsapp <num> <num> <num> <num> www lulitex com br,saudacao
<url>,nao_entendi
bom,nao_entendi
aqui,nao_entendi
inventadas,nao_entendi
estrutura,nao_entendi
pergunta a saia tech amassa facil resposta modelagem e tecido,tamanho_modelagem
obrigada pelo retorno as pea as sa o incraveis a que me apaixonei por essa cala a enta o foi ela que me prendeu o olhar daoi,agradecimento
no,nao_entendi
link compartilhado,como_comprar
pergunta a calca cool fica justa no quadril resposta tamanho e medidas,tamanho_modelagem
link compartilhado,como_comprar
procurando,nao_entendi
pergunta a camisa de responsa combina com jeans resposta combinacoes e ocasioes,nao_entendi
link compartilhado,como_comprar
link compartilhado,como_comprar
uma,nao_entendi
dois,nao_entendi
ah perfeito funcionaria as <num> h fuso sao paulo,nao_entendi
sem conteudo detectavel,nao_entendi
<num>,nao_entendi
sirvam,nao_entendi
bia td bom nao estou conseguindo finalizar a compra da regata podrinha coloquei os dados do cartao e no campo cvv eu ponho os numeros mas o sistema ignora que eu coloquei tentei varias vezes acho que esta com problema,formas_pagamento
com,nao_entendi
o produto a c lindo apesar de ter ficando um pouco grande,nao_entendi
link compartilhado,como_comprar
por muito pouco a minha frustracao seria ainda maior,nao_entendi
e,nao_entendi
ola milene bom dia que bacana que se interessou por essa peca infelizmente ela esta fora de estoque no momento mas em breve com reposicao avisamos assim que voltar obrigada e um abraco equipe curadobia,saudacao
pergunta a saia acinturante e oversized ou normal resposta tamanho e medidas,tamanho_modelagem
fatima te respondemos no whatsapp mas nao recebemos seu retorno esta tudo bem qualquer coisa sigo aqui a disposicao,nao_entendi
link compartilhado,como_comprar
pantalona,nao_entendi
diversao,nao_entendi
oiii boa tarde me chamo talita e sou figurinista na emissora cnbc <user> licenciada pela <user> uma emissora nova que transmite jornalismo de nega <num> cios e a c lider mundial no seu segmento temos no nosso elenco grandes nomes do jornalismo incluido carol barcellos rita wu erica reis christiane pelajo zeca camargo natalia ariade estou apenas dando um exemplo do time de peso que faz parte da emissora as meninas sa o a cara da marca elas postam marcam o tem o manequim otimo e sao mega fotogaanicas podemos alinhar a produa a o me ajudem rs vai ser uma parceria incrivel um beijo e aguardo retorno,saudacao
obrigada pelo prestagio foi incravel te ter de pertinho hojed d,agradecimento
pergunta se eu sou baixa a trench facil fica muito comprida resposta tamanho e medidas,tamanho_modelagem
email,nao_entendi
bia sent an attachment,nao_entendi
<num>,nao_entendi
bia sent an attachment,nao_entendi
e,nao_entendi
junho,nao_entendi
bia sent an attachment,nao_entendi
link compartilhado,como_comprar
for,nao_entendi
sem conteudo detectavel,nao_entendi
<url>,nao_entendi
link compartilhado,como_comprar
sem conteudo detectavel,nao_entendi
ahhh bom d entendi errado enta o achei que estava na serra espero que abra o tempo e fiquei um lindo final de semana,nao_entendi
este a c meu whatsappa,nao_entendi
estou de olho nessa peca aqui,nao_entendi
oi livia boa tarde ana aqui vocaa conseguiu dar uma olhada na jaqueta qualquer coisa sigo aqui para o que vocaa precisar viu,saudacao
ola onde encontro os sapatos este e as gladiadoras especialmente,saudacao
gostaria a camisa branca tamanho m a possavel,tamanho_modelagem
<url>,nao_entendi
duras,nao_entendi
tudo bem tambem que pena eu queria exatamente o verde,nao_entendi
qualquer daovida sigo a disposia a o,nao_entendi
sigo aqui para o que vocaa precisar,nao_entendi
legal obrigada,agradecimento
sem conteudo detectavel,nao_entendi
link compartilhado,como_comprar
ola como va o muito prazer meu nome a c ana e trabalho aqui no curadobia na o sei se recordam pora c m conversamos no primeiro semestre do ano passado <num> sobre esse projeto da bia paes de barros desde la evoluamos bastante e estamos concretizados como um marketplace em potencial crescimento queremos compartilhar com vocaas nosso site para darem uma olhada curadobia com br ainda temos a ja rg em foco o que acham de retomarmos contato aguardo vocaas,saudacao
pergunta a camisa de responsa e oversized ou normal resposta tamanho e medidas,tamanho_modelagem
que aa ja envio um invite,nao_entendi
oie td bem e vc ainda nao mas em breve tera,nao_entendi
mais,nao_entendi
bia sent an attachment,nao_entendi
sem conteudo detectavel,nao_entendi
obrigada beijinhos,agradecimento
link compartilhado,como_comprar
boa tarde pessoal tudo bem estava namorando um macacao verde no site da marca d aura porem nao localizei mais saiu de colecao nao tera reposicao aguardo obrigada milene,saudacao
ola priscila td bem e vc acabamos de fazer alguns testes e esta funcionando normalmente poderia testar novamente para ver se da certo,saudacao
perfeito fico no aguardo abraco,nao_entendi
brenda sent an attachment,nao_entendi
link compartilhado,como_comprar
extraidas,nao_entendi
pergunta a camisa de responsa e oversized ou normal resposta tamanho e medidas,tamanho_modelagem
oi adriana tudo bem bom dia aqui e a ana da equipe do curadobia vimos que voce se interessou pelo macacao no video da bia mas na epoca ele ainda estava em lancamento boa noticia agora esta disponivel segue o link abaixo para que voce possa dar uma olhada,saudacao
bia sent an attachment,nao_entendi
oi daniela que bacana muito obrigada por acompanharem e curtirem meu trabalho,saudacao
sem conteudo detectavel,nao_entendi
bia sent an attachment,nao_entendi
link da calca por gentileza,como_comprar
da,nao_entendi
